goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Sex;dimensions.Reporting Type;ATTR_ENDPOINT
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;332;Haiti;2017.0;4.8;Float;;;;;;DHS 2016-17;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;340;Honduras;2019.0;4.8;Float;;;;;;MICS 2019;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;356;India;2016.0;1.3;Float;;;;;;DHS 2015-16;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;388;Jamaica;2016.0;2.3;Float;;;;;;Women's Health Survey 2016;;['Definition of sexual violence differs from the standard'];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;404;Kenya;2014.0;4.4;Float;;;;;;DHS 2014;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;404;Kenya;2014.0;1.7;Float;;;;;;DHS 2014;;[' '];CA;PERCENT;18-29;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;296;Kiribati;2019.0;6.1;Float;;;;;;MICS 2018-19, table produced at HQ;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;432;Landlocked developing countries (LLDCs);2020.0;4.2;Float;;;;;;DHS, MICS and other national surveys;;['Based on 12 countries with a population coverage 69 per cent of the regional female population aged 18 to 29 years'];E;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;199;Least Developed Countries (LDCs);2020.0;4.9;Float;;;;;;DHS, MICS and other national surveys;;['Based on 27 countries with a population coverage 80 per cent of the regional female population aged 18 to 29 years'];E;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;430;Liberia;2020.0;5.9;Float;;;;;;DHS 2019-20;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;454;Malawi;2016.0;4.1;Float;;;;;;DHS 2015-16;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;462;Maldives;2017.0;0.4;Float;;;;;;DHS 2016-17;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;466;Mali;2018.0;7.3;Float;;;;;;DHS 2018;;['In the Kidal region, only urban areas were sampled'];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;508;Mozambique;2015.0;1.9;Float;;;;;;AIS 2015;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;508;Mozambique;2015.0;0.4;Float;;;;;;AIS 2015;;[' '];CA;PERCENT;18-29;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;104;Myanmar;2016.0;1.2;Float;;;;;;DHS 2015-16;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;516;Namibia;2013.0;0.5;Float;;;;;;DHS 2013;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;524;Nepal;2016.0;3;Float;;;;;;DHS 2016;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;566;Nigeria;2018.0;5.3;Float;;;;;;DHS 2018;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;543;Oceania (exc. Australia and New Zealand);2020.0;6.8;Float;;;;;;DHS, MICS and other national surveys;;['Based on 5 countries with a population coverage 83 per cent of the regional female population aged 18 to 29 years'];E;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;586;Pakistan;2018.0;1.3;Float;;;;;;DHS 2017-18;;"['Refers to ever-married women only; excludes Azad Jammu and Kashmir and Gilgit Baltistan regions']";CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;591;Panama;2015.0;3.4;Float;;;;;;ENASSER 2014-15;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;598;Papua New Guinea;2018.0;6.9;Float;;;;;;DHS 2016-18;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;608;Philippines;2017.0;2;Float;;;;;;DHS 2017;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;498;Republic of Moldova;2005.0;5.2;Float;;;;;;DHS 2005;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;646;Rwanda;2020.0;11.6;Float;;;;;;DHS 2019-20;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;646;Rwanda;2020.0;2.8;Float;;;;;;DHS 2019-20;;[' '];CA;PERCENT;18-29;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;882;Samoa;2020.0;5;Float;;;;;;MICS 2019-20;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;678;Sao Tome and Principe;2009.0;3.4;Float;;;;;;DHS 2008-09;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;686;Senegal;2019.0;0.1;Float;;;;;;Continuous DHS 2019, table produced at HQ;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;694;Sierra Leone;2013.0;0.3;Float;;;;;;DHS 2013;;[' '];CA;PERCENT;18-29;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;694;Sierra Leone;2019.0;3.2;Float;;;;;;DHS 2019, table produced at HQ;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;722;Small island developing States (SIDS);2020.0;4.6;Float;;;;;;DHS, MICS and other national surveys;;['Based on 12 countries with a population coverage 64 per cent of the regional female population aged 18 to 29 years'];E;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;710;South Africa;2016.0;0.6;Float;;;;;;DHS 2016;;['Refers to ever-married women only'];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;34;Southern Asia;2020.0;1.5;Float;;;;;;DHS, MICS and other national surveys;;['Based on 6 countries with a population coverage 95 per cent of the regional female population aged 18 to 29 years'];E;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;275;State of Palestine;2019.0;1.8;Float;;;;;;Violence Survey of the Palestinian Society, 2019;;"['Refers only to unmarried women; definition of sexual violence differs from the standard']";CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;275;State of Palestine;2019.0;3.5;Float;;;;;;Violence Survey of the Palestinian Society, 2019;;"['Refers only to unmarried men; definition of sexual violence differs from the standard']";CA;PERCENT;18-29;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;202;Sub-Saharan Africa;2020.0;5.5;Float;;;;;;DHS, MICS and other national surveys;;['Based on 24 countries with a population coverage 81 per cent of the regional female population aged 18 to 29 years'];E;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;752;Sweden;2012.0;4;Float;;;;;;A National Prevalence Study on Exposure to Violence among Women and Men and its Association to Healt;;"['Refers to experiences of completed or attempted forced sexual intercourse; age group is 18-74 years']";CA;PERCENT;18-74;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;752;Sweden;2012.0;13;Float;;;;;;A National Prevalence Study on Exposure to Violence among Women and Men and its Association to Healt;;"['Refers to experiences of completed or attempted forced sexual intercourse; age group is 18-74 years']";CA;PERCENT;18-74;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;762;Tajikistan;2017.0;0;Float;;;;;;DHS 2017;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;626;Timor-Leste;2016.0;2.8;Float;;;;;;DHS 2016;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;768;Togo;2014.0;3.8;Float;;;;;;DHS 2013-14;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
