goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;dimensions.Quantile;ATTR_ENDPOINT
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2011.0;1.40268;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2011.0;1.19449;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2012.0;1.20645;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2012.0;0.97062;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2013.0;0.49267;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2013.0;0.27348;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2014.0;0.72991;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2014.0;0.72356;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2016.0;0.59636;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2016.0;0.33232;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2017.0;0.57725;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2017.0;0.32418;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2018.0;0.61042;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2018.0;0.52317;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2019.0;1.59627;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;32;Argentina;2019.0;1.40654;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2008.0;2.94078;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2008.0;2.7243;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2009.0;4.14208;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2009.0;4.4735;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2010.0;6.29827;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2010.0;5.49662;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2011.0;4.34558;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2011.0;6.51984;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2012.0;3.32451;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2012.0;2.99704;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2013.0;3.39142;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2013.0;3.20584;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2014.0;0.8872;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;51;Armenia;2014.0;0.78219;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;31;Azerbaijan;2015.0;3.61394;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;31;Azerbaijan;2015.0;3.80956;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;50;Bangladesh;2010.0;4.32;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;50;Bangladesh;2010.0;3.8145;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2008.0;0.95735;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2008.0;2.16785;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2009.0;1.16548;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2009.0;2.33606;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2010.0;2.27473;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2010.0;0.93436;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2012.0;0.55285;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2012.0;0.60336;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2015.0;1.12192;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2015.0;2.82066;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2016.0;1.97855;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;112;Belarus;2016.0;1.11034;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;84;Belize;2009.0;5.7211;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;84;Belize;2009.0;4.08667;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;68;Bolivia (Plurinational State of);2015.0;0.58803;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;68;Bolivia (Plurinational State of);2015.0;0.74572;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_LMKT;[World Bank] Proportion of population covered by labour market programs (%);460;68;Bolivia (Plurinational State of);2016.0;21.55134;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_LMKT&pageSize=999999999
