COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
BEN;Benin;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2016;No. There are no provisions in national legislation regulating marketing and/or advertising to children.;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2016;No. There are no provisions in national legislation regulating marketing and/or advertising to children.;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2016;No. There are no provisions in national legislation regulating marketing and/or advertising to children.;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2016;Yes, there are some provisions in national legislation regulating marketing and/or advertising to children.;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2016;Yes, there are some provisions in national legislation regulating marketing and/or advertising to children.;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2016;No data;This indicator assesses whether there is national legislation regulating marketing or advertising to children. Data is from DLA Piper, Advertising and Marketing to Children Global Report (p.5 indicators 2 and 2.1): https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/. Answer categories include: Yes, there is national legislation regulating marketing to children and provisions are substantial or complete. Yes, there is national legislation regulating marketing to children and there are some provisions. No, there are no provisions regulating marketing or advertising to children in national legislation. This was a colloboration between DLA Piper and UNICEF and at present the study is limited to 36 countries.;;;;;;;;;;;;CZ;CZE;CZE;nan
