COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
AZE;Azerbaijan;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;AZ;AZE;AZE;nan
BHS;Bahamas;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BS;BHS;BHS;nan
BHR;Bahrain;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BH;BHR;BHR;nan
BGD;Bangladesh;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BD;BGD;BGD;nan
BRB;Barbados;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2023;Yes;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2023;Yes;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2023;Yes;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2023;No;This indicator assesses whether a country has joined the Voluntary Principles on Security and Human Rights and therefore, whether it actively promotes the implementation of a set of principles that guide companies on providing security for their operations while respecting human rights.;;;;;;;;;;;;MX;MEX;MEX;nan
