COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
CUB;Cuba;2021;Draft Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GH;GHA;GHA;nan
