COUNTRY_NAME;RAW_OBS_VALUE;TIME_PERIOD;ATTR_ENDPOINT
Libya;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Liechtenstein;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Lithuania;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Luxembourg;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Macedonia (FYROM);30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Madagascar;26;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Malawi;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Malaysia;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Maldives;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mali;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Malta;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Marshall Islands;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mauritania;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mauritius;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mexico;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Micronesia, Federated States of;15;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Moldova, Republic of;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Monaco;26;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mongolia;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Montenegro;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Morocco;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mozambique;10;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Myanmar/Burma;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Namibia;21;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nauru;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nepal;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Netherlands;31;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
New Zealand;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nicaragua;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Niger;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nigeria;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Norway;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Palestine;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Oman;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Pakistan;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Palau;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Panama;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Papua New Guinea;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Paraguay;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Peru;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Philippines;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Poland;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Portugal;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Qatar;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Romania;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Russian Federation;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Rwanda;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saint Kitts and Nevis;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saint Lucia;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saint Vincent and the Grenadines;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Samoa;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
San Marino;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sao Tome and Principe;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saudi Arabia;11;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Senegal;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Serbia;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Seychelles;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sierra Leone;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Singapore;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Slovakia;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Slovenia;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Solomon Islands;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Somalia;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
South Africa;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
South Sudan;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Spain;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sri Lanka;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sudan;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Suriname;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Swaziland;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sweden;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Switzerland;26;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Syria;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tajikistan;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tanzania;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Thailand;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Timor-Leste;23;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Togo;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tonga;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Trinidad and Tobago;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tunisia;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Turkey;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Turkmenistan;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tuvalu;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Uganda;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Ukraine;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Arab Emirates;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Kingdom (England and Wales);16;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Kingdom (Northern Ireland);13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Kingdom (Scot);13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United States;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Uruguay;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Uzbekistan;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Vanuatu;21;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Venezuela;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Viet Nam;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Yemen;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Zambia;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Zimbabwe;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
