COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
BRB;Barbados;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2021;ONE;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2021;NO;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2021;BOTH;;This indicator assesses a country's commitment to ending the recruitment and use of child soldiers, through their endorsement of the Vancouver Principles (2017) and the Paris Commitments and Paris Principles (2007).;;;;;;;;;;;;MD;MDA;MDA;nan
