goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Sex;dimensions.Reporting Type;ATTR_ENDPOINT
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;68;Bolivia (Plurinational State of);2019.0;13.6;Float;;;;;;ENNA 2019, UNICEF and ILO calculations;;['These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.'];CA;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;76;Brazil;2015.0;5.4;Float;;;;;;National Household Sample Survey (Pesquisa Nacional por Amostra de Domicï¿½lios) 2015, UNICEF and;;[' '];CA;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;76;Brazil;2015.0;5.3;Float;;;;;;National Household Sample Survey (Pesquisa Nacional por Amostra de Domicï¿½lios) 2015, UNICEF and;;[' '];CA;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;76;Brazil;2015.0;5.4;Float;;;;;;National Household Sample Survey (Pesquisa Nacional por Amostra de Domicï¿½lios) 2015, UNICEF and;;[' '];CA;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;854;Burkina Faso;2010.0;39.9;Float;;;;;;DHS 2010, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-14;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;854;Burkina Faso;2010.0;43.7;Float;;;;;;DHS 2010, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-14;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;854;Burkina Faso;2010.0;42;Float;;;;;;DHS 2010, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-14;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;108;Burundi;2017.0;32.2;Float;;;;;;DHS 2016-17, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;108;Burundi;2017.0;29.7;Float;;;;;;DHS 2016-17, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;108;Burundi;2017.0;30.9;Float;;;;;;DHS 2016-17, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;116;Cambodia;2012.0;13.8;Float;;;;;;LFS 2012, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;116;Cambodia;2012.0;11.5;Float;;;;;;LFS 2012, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;116;Cambodia;2012.0;12.6;Float;;;;;;LFS 2012, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;120;Cameroon;2014.0;38.9;Float;;;;;;MICS 2014, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;120;Cameroon;2014.0;37.7;Float;;;;;;MICS 2014, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;120;Cameroon;2014.0;40.1;Float;;;;;;MICS 2014, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;140;Central African Republic;2019.0;24.9;Float;;;;;;MICS 2018-19;;[' '];C;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;140;Central African Republic;2019.0;26.9;Float;;;;;;MICS 2018-19;;[' '];C;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;140;Central African Republic;2019.0;29;Float;;;;;;MICS 2018-19;;[' '];C;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;62;Central and Southern Asia;2020.0;3.7;Float;;;;;;DHS, MICS, LFS and other national surveys;;['The definition applied differs from the SDG indicator definition in that it also includes children in hazardous industries and occupations. 80 per cent of surveys were within the reference period of 2016 to 2020.'];E;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;62;Central and Southern Asia;2020.0;7.1;Float;;;;;;DHS, MICS, LFS and other national surveys;;['The definition applied differs from the SDG indicator definition in that it also includes children in hazardous industries and occupations. 80 per cent of surveys were within the reference period of 2016 to 2020.'];E;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;62;Central and Southern Asia;2020.0;5.5;Float;;;;;;DHS, MICS, LFS and other national surveys;;['The definition applied differs from the SDG indicator definition in that it also includes children in hazardous industries and occupations. 80 per cent of surveys were within the reference period of 2016 to 2020.'];E;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;148;Chad;2019.0;39.6;Float;;;;;;MICS 2019;;[' '];C;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;148;Chad;2019.0;38.5;Float;;;;;;MICS 2019;;[' '];C;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;148;Chad;2019.0;39;Float;;;;;;MICS 2019;;[' '];C;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;152;Chile;2012.0;5.2;Float;;;;;;Youth Activity Survey (Encuesta de Actividades de Nino, Ninas y Adolescentes) 2012, UNICEF and ILO c;;[' '];CA;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;152;Chile;2012.0;6.7;Float;;;;;;Youth Activity Survey (Encuesta de Actividades de Nino, Ninas y Adolescentes) 2012, UNICEF and ILO c;;[' '];CA;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;152;Chile;2012.0;5.9;Float;;;;;;Youth Activity Survey (Encuesta de Actividades de Nino, Ninas y Adolescentes) 2012, UNICEF and ILO c;;[' '];CA;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;170;Colombia;2020.0;7.2;Float;;;;;;GEIH 2020, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;170;Colombia;2020.0;6.8;Float;;;;;;GEIH 2020, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;170;Colombia;2020.0;7;Float;;;;;;GEIH 2020, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-17;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;174;Comoros;2012.0;31.9;Float;;;;;;DHS 2012, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-14;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;174;Comoros;2012.0;25.1;Float;;;;;;DHS 2012, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-14;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
['8'];['8.7'];['8.7.1'];SL_TLF_CHLDEC;Proportion of children engaged in economic activity and household chores, by sex and age (%);307;174;Comoros;2012.0;28.5;Float;;;;;;DHS 2012, UNICEF and ILO calculations;;[' '];CA;PERCENT;5-14;BOTHSEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_TLF_CHLDEC&pageSize=999999999
