COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
BRN;Brunei;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2019;Countries that have constitutional provisions allowing for citizen suits:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2019;Countries that have constitutional provisions allowing for citizen suits:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2019;Countries that have provisions in their environmental framework laws allowing for citizen suits;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2019;Countries that have constitutional provisions allowing for citizen suits:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2019;Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2019;Countries that have provisions in their environmental framework laws allowing for citizen suits;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2019;No;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2019;Countries that have constitutional provisions allowing for citizen suits:;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2019;Countries that have provisions in their environmental framework laws allowing for citizen suits;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2019;Countries that have provisions in their environmental framework laws allowing for citizen suits;"This indicator assesses whether a country has legal provisions allowing for citizen suits. Data is taken from UNEP Environment Rule of Law First Global Report 2019. Figure 5.3: Protection of Environmental Standing (2017) on p. 187 - whether law allows for citizen suits, including in environmental laws. There are three categories:
Countries that have constitutional provisions allowing for citizen suits, 
Countries that have provisions in their environmental framework laws allowing for citizen suits, Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws. 
Any country not in this list is given a 0=no data";;;;;;;;;;;;DJ;DJI;DJI;nan
