COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
BRA;Brazil;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2018;yes;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2018;no;The indicator assesses whether legislation criminalises knowing possession of CSAM, regardless of intent to distribute  167: “Simple possession,” for the purposes of this report, refers to knowing possession of CSAM regardless of the intent to distribute;;;;;;;;;;;;ML;MLI;MLI;nan
