COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
AZE;Azerbaijan;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;AZ;AZE;AZE;nan
BHS;Bahamas;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BS;BHS;BHS;nan
BHR;Bahrain;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BH;BHR;BHR;nan
BGD;Bangladesh;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BD;BGD;BGD;nan
BRB;Barbados;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2019;There is an SRO and an industry code of practice.;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2019;There is an SRO and an industry code of practice.;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2019;There is either an SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2019;There is an SRO and an industry code of practice.;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2019;There is an SRO and an industry code of practice.;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2019;There is either an SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2019;There is an SRO and an industry code of practice.;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2019;No evidence of SRO or an industry code of practice;"This indicator assesses whether there is self-regulation of marketing and advertising, through an industry code of practice and/or an SRO (a self-regulatory organisation, which is an independent body set up and/or funded by the advertising industry to apply self-regulatory standards aimed at ensuring that advertisements are ethical). Data is sourced from the ICAS Global Factbook 2019, Appendix: List of Advertising Self-Regulatory Organizations worldwide, and from DLA Piper, Advertising and Marketing to Children Global Report, 2016, indicator 4. Industry code of practice regulating marketing and/or advertising. Answer categories: There is an SRO AND an industry code of practice; there is either an SRO OR an industry code of practice; there is no SRO or industry code of practice.";;;;;;;;;;;;;;CIV;nan
