COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
BRN;Brunei;2019;No;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2019;Countries with constitutional provisions on public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2019;No;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2019;No;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2019;Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2019;Countries with constitutional provisions on public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2019;Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2019;Countries with constitutional provisions on public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2019;No;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2019;Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2019;No;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2019;Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation;"This indicator measures whether national laws guarantee public participation. Data is drawn from Figure 3.12: Constitutional and Statutory Guarantees of Public Participation (1972, 1992, 2017) on page 120-121, UNEP Environmental Rule of Law First Global Report 2019. Answer options include Countries with constitutional provisions on public participation; Countries with provisions in national administrative framework laws broadly providing for public participation; Countries with provisions in national environmental framework laws broadly guaranteeing public participation. No data.";;;;;;;;;;;;SV;SLV;SLV;nan
