goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;ATTR_ENDPOINT
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;24;Angola;2016.0;44.44444;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;24;Angola;2017.0;44.44444;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;24;Angola;2018.0;44.44444;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;28;Antigua and Barbuda;2008.0;100;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;51;Armenia;2017.0;16.01513;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;51;Armenia;2018.0;43.4263;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;51;Armenia;2019.0;47.80877;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;51;Armenia;2020.0;49.20319;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;36;Australia;2018.0;23.46369;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;36;Australia;2019.0;12.94416;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;36;Australia;2020.0;22.22222;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;40;Austria;2018.0;40.55344;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;50;Bangladesh;2015.0;6.95825;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;50;Bangladesh;2016.0;8.94632;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;50;Bangladesh;2017.0;9.94036;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;50;Bangladesh;2018.0;11.33201;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;50;Bangladesh;2019.0;11.72962;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;50;Bangladesh;2020.0;11.92843;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;52;Barbados;2018.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;112;Belarus;2015.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;112;Belarus;2016.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;112;Belarus;2017.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;112;Belarus;2018.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;112;Belarus;2019.0;5.46875;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;112;Belarus;2020.0;5.46875;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2005.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2006.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2007.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2008.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2009.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2010.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2011.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2012.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2013.0;19.48052;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2014.0;19.48052;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2015.0;19.48052;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2016.0;48.05195;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2017.0;50.64935;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2018.0;58.44156;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2019.0;58.44156;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
['1'];['1.5'];['1.5.4'];SG_DSR_SILS;Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%);589;204;Benin;2020.0;58.44156;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_SILS&pageSize=999999999
