COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
ERI;Eritrea;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2019;No;No;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2019;No;No;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2019;No;No;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2019;Yes;2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2019;Yes;1992, 2017;"This indicator assesses whether the country has a national environmental framework law. The data comes from Figure. ""Countries with national environmental framework laws"". P.5. UNEP Environmental Rule of Law. First Global Report 2019.";;;;;;;;;;;;ML;MLI;MLI;nan
