DATAFLOW;REF_AREA;FREQ;MEASURE;OCU;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MEASURE_TYPE;UNIT_MEASURE;UNIT_MULT;SOURCE;NOTE_SOURCE;NOTE_INDICATOR;NOTE_CLASSIF;DECIMALS;UPPER_BOUND;LOWER_BOUND;ATTR_ENDPOINT
ILO:DF_EAR_GGAP_OCU_RT(1.0);AFG;A;EAR_GGAP_RT;OCU_ISCO08_0;2020;-57.55;B;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | AFN: Afghani;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AFG;A;EAR_GGAP_RT;OCU_ISCO08_X;2020;-18.48;B;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | AFN: Afghani;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2021;12.75;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_1;2021;-96.09;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_2;2021;-1.89;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_3;2021;12.41;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_4;2021;-29.01;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_5;2021;37.09;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_6;2021;50.56;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_7;2021;35.14;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_8;2021;-17.01;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_9;2021;39.96;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);AGO;A;EAR_GGAP_RT;OCU_ISCO08_0;2021;-44.51;;RT;PT;0;LFS - Employment Survey;Repository: ILO-STATISTICS - Micro data processing;AOA: Kwanza;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2020;-0.14;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_1;2020;24.41;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_2;2020;20.25;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_3;2020;0.39;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_4;2020;-2.42;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_5;2020;4.25;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_6;2020;11.08;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_7;2020;8.83;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_8;2020;39.31;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_9;2020;-3.9;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_X;2020;2.33;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2021;1.38;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_1;2021;17.19;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_2;2021;13.47;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_3;2021;16.59;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_4;2021;-1.22;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_5;2021;14.95;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_6;2021;0.78;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_7;2021;2.6;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_8;2021;32.98;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_9;2021;-9.85;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARG;A;EAR_GGAP_RT;OCU_ISCO08_X;2021;-21.18;;RT;PT;0;LFS - Encuesta Permanente de Hogares, Urbano;Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;ARS: Argentine peso;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2020;15.76;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_1;2020;14.34;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_2;2020;21.32;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_3;2020;14.96;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_4;2020;26.4;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_5;2020;24.52;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_6;2020;15.41;U;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_7;2020;35.66;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_8;2020;25.5;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_9;2020;13.87;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2021;20.32;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_1;2021;31.05;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_2;2021;23.1;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_3;2021;27.97;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_4;2021;31.91;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_5;2021;29.42;;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);ARM;A;EAR_GGAP_RT;OCU_ISCO08_6;2021;-12.84;U;RT;PT;0;LFS - Household Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old;AMD: Dram;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
