goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;ATTR_ENDPOINT
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;32;Argentina;2016.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;32;Argentina;2017.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;32;Argentina;2018.0;0.75;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;51;Armenia;2017.0;1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;51;Armenia;2018.0;0.75;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;51;Armenia;2019.0;0.75;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;51;Armenia;2020.0;0.7;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;36;Australia;2015.0;0.2;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;36;Australia;2016.0;0.2;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;36;Australia;2017.0;0.2;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;36;Australia;2018.0;0.625;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;36;Australia;2019.0;0.7;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;36;Australia;2020.0;0.7;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;40;Austria;2018.0;0.55;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;31;Azerbaijan;2017.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;50;Bangladesh;2016.0;0.875;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;50;Bangladesh;2017.0;0.9;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;50;Bangladesh;2018.0;0.9;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;50;Bangladesh;2019.0;0.925;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;50;Bangladesh;2020.0;0.95;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;50;Bangladesh;2021.0;0;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;52;Barbados;2018.0;0.975;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;52;Barbados;2019.0;1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;112;Belarus;2015.0;0.175;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;112;Belarus;2016.0;0.475;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;112;Belarus;2017.0;0.475;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;112;Belarus;2018.0;0.55;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;112;Belarus;2019.0;0.8;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;112;Belarus;2020.0;0.8;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2005.0;0.125;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2006.0;0.1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2007.0;0.1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2008.0;0.125;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2009.0;0.125;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2010.0;0.1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2011.0;0.075;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2012.0;0.1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2013.0;0.125;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2014.0;0.1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2015.0;0.1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
['1'];['1.5'];['1.5.3'];SG_DSR_LGRGSR;Score of adoption and implementation of national DRR strategies in line with the Sendai Framework;575;204;Benin;2016.0;0.1;Float;;;;;;United Nations Office for Disaster Risk Reduction (2022);;['Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.'];C;INDEX;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_DSR_LGRGSR&pageSize=999999999
