COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
AZE;Azerbaijan;2018;no;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;AZ;AZE;AZE;nan
BHS;Bahamas;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BS;BHS;BHS;nan
BHR;Bahrain;2018;yes;Article 10 of Law No. 60 of 2014 on Information Technology Crimes states that in the application of the provisions of this article, “child pornography” means the definition provided in the Optional Protocol to the Convention on the Rights of the Child on the sale of children, child prostitution and child pornography;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BH;BHR;BHR;nan
BGD;Bangladesh;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BD;BGD;BGD;nan
BRB;Barbados;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2018;yes;In 2017, the Ministry of Internal Affairs initiated, and this year continued to develop a program of comprehensive measures in the form of a “road map” in the field of combating crimes against sexual integrity and sexual freedom of minors, trafficking in child pornography, and the sale of children. The block of legislative measures stipulated by the “roadmap” implies, among other things, the criminalization of collecting (possessing) child pornography by making appropriate amendments and additions to the Criminal Code, as well as to the Code of Administrative Offenses of the Republic of Belarus. These legislative initiatives have been submitted to the Parliament and are under consideration by interested government bodies (translated). Email from Pavel Shidlovsky, Charge d’Affaires, a.i., Embassy of Belarus, Washington, D.C., to the International Centre for Missing & Exploited Children (Aug. 13, 2018) (on file with the International Centre for Missing & Exploited Children);"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2018;yes;Article 385 of the Children’s Code of Benin criminalizes producing, distributing, importing, exporting, offering, selling possessing any material representing by any means a child engaged in explicit sexual activities, real or simulated, or representing a child’s sexual organs. Emphasis added.;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2018;yes;According to Article 225(b) of the Penal Code of Bhutan, “[a] defendant shall be guilty of the defense of pedophilia if the defendant … sells, manufactures, distributes, or otherwise deals in material that contains any depiction of a child engaged in sexual contact.” Emphasis added;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2018;yes;Article 281 cuater of the Penal Code of Bolivia states that “whoever, by himself or through a third person, by any means,, promotes, produces, exhibits, commercializes or distributes pornographic material, or promotes obscene performances that involve children or adolescents, shall be punished with imprisonment of three (3) to six (6) years.” Emphasis added.;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2018;yes;Article 211 of the Penal Code of the Federation of Bosnia and Herzegovina (amended 2016) references “other pornographic materials” in addition to photographs and audio-visual tapes. Emphasis added.;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2018;no;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2018;no;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2018;yes;Article 362 of the Penal Code 2017 of Chad criminalizes the production, distribution, importation, exportation, supply, making available, sale, obtaining or handing over to others, possession of any material, by any means whatsoever, of a child engaged in explicit sexual activities, real or simulated, or representing a child's sexual organs. Emphasis added;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2018;yes;184: The 2004 Interpretation by the Supreme People’s Court and the Supreme People’s Protectorate applies to computer-facilitated offenses. Email from Chen Feng, Police Liaison Officer, Embassy of the People’s Republic of China, Washington, D.C., to the International Centre for Missing & Exploited Children (Mar. 17, 2006) (on file with the International Centre for Missing & Exploited Children).;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2018;no;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2018;yes;186: Article 66 of the Law on the Protection of the Child of the Republic of Congo (Law No. 4-2010) states that no person shall manufacture, distribute, disseminate, import, operate, supply, sell, or have possession of any material by any means whatsoever representing a child engaged in explicit, actual, or simulated sexual activities or representative of the sexual organs of a child. Emphasis added;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2018;yes;"Section 174m of the Penal Code of the Democratic Republic of Congo criminalizes the production of “any representation by any means
whatever of a child engaged in explicit sexual activity, real or simulated, or any representation of the sexual organs of a child. for
primarily sexual purposes.” Emphasis added.";"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2018;yes;"187: Article 174 of the Costa Rican Penal Code imposes a penalty on anyone who “exhibits, disseminates, distributes, finances or
commercializes, by any means…, pornographic material in which minors appear, or possesses it for this purpose.” Emphasis added. ";"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2018;no;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2018;yes;Article 463(1) of the Penal Code of Djibouti criminalizes “the distribution, set[ting], sav[ing] or send[ing] of the image of a minor when the image is pornographic in nature…” including such images “broadcast by any means whatsoever.…”Emphasis added;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2018;no;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2018;no;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2018;yes;Article 178 of the Estonian Penal Code criminalizes the “manufacture, acquisition or storing, handing over, displaying or making available to another person in any other manner of pictures, writings or other works or reproductions of works depicting a person of less than eighteen years of age in a pornographic situation, or a person of less than fourteen years of age in a pornographic or erotic situation.” Emphasis added;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2018;yes;Chapter 17, Section 18 of the Finnish Criminal Act criminalizes “a person who manufactures, offers for sale or for rent or otherwise offers or makes available, keeps available, exports, imports to or transports through Finland to another country, or otherwise distributes pictures or visual recordings that factually or realistically depict… a child, violence, or bestiality.” Emphasis added;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2018;yes;;"The indicator assesses whether the law provides for technology-facilitated CSAM
offenses  166: In order to qualify as a technology-facilitated offense, we were looking for specific mention of a computer, computer system, Internet, ICT, or similar language (even if such mention is of a “computer image” or something similar in the definition of “child sexual abuse material”). In cases where other language is used in national legislation, an explanatory footnote is provided";;;;;;;;;;;;GA;GAB;GAB;nan
