COUNTRY_NAME;"Population 
(from United Nations Population Division, World Population Prospects)";Region;RAW_OBS_VALUE;Est. number of people in modern slavery;Factor One Governance Issues ;Factor Two Nourishment and Access ;Factor Three Inequality;Factor Four Disenfranchised Groups;Factor Five Effects of Conflict;Final overall (normalised, weighted) vulnerability score;Support survivors;%;Criminal justice;%.1;Coordination;%.2;NEG Government  complicity (1.4.3);NEG State-imposed forced labour (1.8.1);Address risk;%.3;Supply chains;%.4;SUM/104;SUM Neg;TOTAL;Credit rating;TIME_PERIOD;ATTR_UNIT_MEASURE;ATTR_ENDPOINT
Somalia;13908000.0;Africa;15.501526483926236;216000;80.56137174294534;56.82603084918002;49.61618757626644;22.650039462636443;88.3766883965779;89.48306861821591;0.7333333333333334;8.148148148148149;1.2333333333333334;20.555555555555557;1.0;25.0;-1.0;0.0;2.5;35.714285714285715;0.0;0.0;5.466666666666667;-1.0;15.952380952380954;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Congo, Democratic Republic of the;76197000.0;Africa;13.708564167224347;1045000;77.20225467201647;50.791584327225266;55.646895975;46.49488176666667;86.72995297654045;91.7162909732183;2.333333333333333;25.925925925925924;1.4666666666666666;24.444444444444443;1.5;37.5;-1.0;0.0;1.0;14.285714285714285;0.0;0.0;6.3;-1.0;18.928571428571427;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Mongolia;2977000.0;Asia and the Pacific;12.29436347235145;37000;40.88363226376623;36.77354152421278;35.081718125;47.08800126666667;18.10887285159309;43.54812330033353;2.5;27.77777777777778;2.0;33.33333333333333;1.25;31.25;0.0;-1.0;3.833333333333333;54.76190476190476;0.0;0.0;9.583333333333332;-1.0;30.6547619047619;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Sudan;38648000.0;Africa;12.039603164419058;465000;80.71115090818226;46.63582873444342;42.442993333333334;36.98177169146548;87.40439393129448;87.05399934184744;0.25;2.7777777777777777;1.6000000000000003;26.66666666666667;1.0;25.0;-1.0;0.0;2.333333333333333;33.33333333333333;0.0;0.0;5.183333333333334;-1.0;14.94047619047619;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Chad;14009000.0;Africa;11.98403932617593;168000;71.76630276384633;43.222828980008565;48.49819587499999;46.48710903333333;46.145769548076224;74.89609727641187;1.5;16.666666666666664;0.8333333333333333;13.888888888888888;0.5;12.5;-1.0;0.0;2.833333333333333;40.476190476190474;0.0;0.0;5.666666666666666;-1.0;16.666666666666664;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Rwanda;11630000.0;Africa;11.555895946805881;134000;56.555281980979466;40.83662854602071;40.00058000000001;55.7267605;34.021697208198624;61.72251722991372;3.3166666666666664;36.85185185185185;2.5;41.66666666666667;1.75;43.75;-1.0;-1.0;3.833333333333333;54.76190476190476;0.0;0.0;11.399999999999999;-2.0;33.57142857142857;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Turkmenistan;5565000.0;Europe and Central Asia;11.220318462578332;62000;80.21802745486656;21.480294342011828;31.354436454166663;32.58490212333333;15.872536172470573;58.085523381969615;1.6;17.77777777777778;2.4;40.0;1.25;31.25;-1.0;-1.0;4.333333333333333;61.9047619047619;0.0;0.0;9.583333333333332;-2.0;27.083333333333332;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Myanmar;52404000.0;Asia and the Pacific;10.973378507957047;575000;58.11684095349705;43.792912812935036;26.081458028125;46.00614686274509;70.22943763847253;65.91692667101863;5.216666666666667;57.96296296296296;1.0999999999999999;18.333333333333332;1.75;43.75;-1.0;-1.0;3.0;42.857142857142854;0.0;0.0;11.066666666666666;-2.0;32.38095238095238;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Brunei Darussalam;418000.0;Asia and the Pacific;10.928052527983256;5000;53.50736147442914;30.854760313256143;31.718031871875002;41.23275274003604;18.174171401545074;47.18425601031557;1.6;17.77777777777778;1.1666666666666667;19.444444444444446;0.0;0.0;0.0;0.0;3.0;42.857142857142854;0.0;0.0;5.766666666666667;0.0;20.595238095238095;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Belarus;9486000.0;Europe and Central Asia;10.877024267766775;103000;64.89466412579922;16.66491785342744;23.897278360202115;39.4320642605069;20.7657435737766;47.27563395444991;4.4;48.88888888888889;1.6666666666666665;27.777777777777775;1.5;37.5;0.0;-1.0;4.666666666666666;66.66666666666666;0.0;0.0;12.233333333333333;-1.0;40.11904761904761;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Papua New Guinea;7920000.0;Asia and the Pacific;10.275239930762613;81000;64.77772512610919;63.34797205834576;46.22376210756972;9.498194321049137;13.311217193222111;61.882517121239566;2.3833333333333333;26.481481481481485;1.833333333333333;30.555555555555554;0.25;6.25;-1.0;0.0;1.833333333333333;26.190476190476186;0.0;0.0;6.3;-1.0;18.928571428571427;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Lao People's Democratic Republic;6664000.0;Asia and the Pacific;9.363227619336655;62000;70.7343534529506;35.07793972350214;26.414906871875;41.23275274003604;13.894106864968693;57.546312166496705;3.4999999999999996;38.888888888888886;2.2;36.66666666666667;2.0;50.0;-1.0;0.0;2.833333333333333;40.476190476190474;0.0;0.0;10.533333333333331;-1.0;34.047619047619044;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Thailand;68658000.0;Asia and the Pacific;8.884530947860478;610000;50.859489479394824;21.83356459583666;35.323022575;45.0722989;51.89170657479923;51.09507600672041;4.166666666666666;46.29629629629629;3.1;51.66666666666667;2.25;56.25;-1.0;0.0;5.166666666666666;73.8095238095238;0.0;0.0;14.683333333333332;-1.0;48.86904761904761;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Swaziland;1319000.0;Africa;8.827411931863832;12000;69.85854457030962;50.0371712305396;39.391202875000005;38.80834622222223;11.708159201930137;64.83673767312085;3.2666666666666666;36.29629629629629;1.1;18.333333333333336;1.5;37.5;0.0;-1.0;3.333333333333333;47.61904761904761;0.0;0.0;9.2;-1.0;29.28571428571428;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Macedonia, the former Yugoslav Republic of;2079000.0;Europe and Central Asia;8.661375557909798;18000;48.4032657951069;17.390744571166735;42.48272171875;50.58763020833334;27.25056021971767;45.60291073750249;6.333333333333334;70.37037037037037;4.033333333333333;67.22222222222221;3.0;75.0;0.0;0.0;4.333333333333333;61.9047619047619;0.0;0.0;17.7;0.0;63.21428571428571;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Congo;4996000.0;Africa;8.026860052118156;40000;75.12460798291207;37.632465071111135;48.54095207499999;46.110005433333335;19.63422461104319;69.15146224609978;0.75;8.333333333333332;0.4000000000000001;6.666666666666668;1.0;25.0;-1.0;0.0;3.0;42.857142857142854;0.0;0.0;5.15;-1.0;14.821428571428571;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Greece;11218000.0;Europe and Central Asia;7.913680102008125;89000;38.49591535904915;14.402179260431907;36.415840125;56.046706699999994;23.62047308656331;37.133675470772964;6.166666666666666;68.5185185185185;3.9666666666666663;66.11111111111111;1.75;43.75;0.0;0.0;3.1666666666666665;45.23809523809524;0.3666666666666667;18.333333333333336;15.416666666666666;0.0;55.0595238095238;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Guinea;12092000.0;Africa;7.795665816183329;94000;68.26504767991442;32.436211966600005;54.720693175;46.41014273333334;28.590292884547953;66.32578685611892;0.7833333333333332;8.703703703703702;0.6333333333333333;10.555555555555555;1.5;37.5;-1.0;0.0;3.5;50.0;0.0;0.0;6.416666666666666;-1.0;19.345238095238095;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Libya;6235000.0;Africa;7.742500379193008;48000;81.42025815446993;22.991303776589135;49.641327992057946;28.126713786213784;63.12086033943928;73.05890373724;0.0;0.0;1.2999999999999998;21.666666666666664;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.2999999999999998;-2.0;-2.5000000000000004;D;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Philippines;101716000.0;Asia and the Pacific;7.704015627261273;784000;50.458954763062415;35.323902587046256;45.664719675;36.399882899999994;69.31036425833261;60.24105607095518;4.633333333333333;51.481481481481474;4.166666666666667;69.44444444444446;2.0;50.0;0.0;0.0;4.833333333333333;69.04761904761905;0.0;0.0;15.633333333333333;0.0;55.833333333333336;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Timor-Leste;1241000.0;Asia and the Pacific;7.660334517571838;10000;58.365797127894716;41.87437859870035;37.214906871875;41.23275274003604;3.903892174375764;52.75755250173943;2.983333333333333;33.148148148148145;1.0;16.666666666666664;1.0;25.0;0.0;0.0;3.0;42.857142857142854;0.0;0.0;7.9833333333333325;0.0;28.51190476190476;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Nigeria;181182000.0;Africa;7.6518226855371205;1386000;54.10186977167606;41.33450713548557;50.2476573;47.09808426666667;95.47387588098962;74.07344802459893;5.3;58.88888888888889;3.1999999999999997;53.333333333333336;2.0;50.0;-1.0;0.0;3.333333333333333;47.61904761904761;0.0;0.0;13.833333333333332;-1.0;45.83333333333333;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Uganda;40145000.0;Africa;7.579204302280087;304000;52.84461334758917;48.31976337254603;38.185825375;50.29390113333333;35.2794626190548;60.75363451844321;4.333333333333333;48.148148148148145;3.0999999999999996;51.66666666666666;1.5;37.5;-1.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;12.766666666666666;-1.0;42.02380952380952;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Madagascar;24234000.0;Africa;7.51170091710291;182000;54.41602063659566;46.825312502058715;50.99541177500001;56.7718769;17.25718635033952;61.990517844271196;3.4833333333333334;38.70370370370371;3.166666666666667;52.77777777777778;0.75;18.75;-1.0;-1.0;3.5;50.0;0.0;0.0;10.9;-2.0;31.78571428571429;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Malawi;17574000.0;Africa;7.464975933825744;131000;55.37526533174786;51.540620607898965;40.893600125;61.47233636666666;19.108937570028562;63.37804102093292;2.9833333333333334;33.14814814814815;1.4333333333333333;23.88888888888889;1.75;43.75;-1.0;0.0;2.333333333333333;33.33333333333333;0.0;0.0;8.5;-1.0;26.785714285714285;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Guinea-Bissau;1771000.0;Africa;7.456517654508191;13000;77.80089217453066;40.062903775452526;47.64758137115385;44.078812633333335;17.098960827281065;70.54442678532327;0.6666666666666666;7.4074074074074066;1.8666666666666665;31.111111111111107;1.25;31.25;0.0;0.0;1.5;21.428571428571427;0.0;0.0;5.283333333333333;0.0;18.86904761904762;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Liberia;4500000.0;Africa;7.414357088196955;33000;54.96349563254963;43.960479789748135;44.05336666666667;54.94216913333333;18.186229621904555;59.312136602514464;2.5166666666666666;27.962962962962962;1.5999999999999999;26.666666666666668;1.25;31.25;0.0;0.0;3.5;50.0;0.0;0.0;8.866666666666667;0.0;31.66666666666667;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Syrian Arab Republic;18735000.0;Arab States;7.268546313916949;136000;85.63390197749277;36.85684933519633;62.54461154333333;33.38392642958779;95.40878879532009;92.34500819860835;;;;;;;;;;;;;;;;;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Angola;27859000.0;Africa;7.151361331976011;199000;60.15244244593952;43.449190294016375;48.228280000000005;48.47613316111111;19.799801952238038;62.3098327590121;2.833333333333333;31.481481481481477;0.8333333333333333;13.888888888888888;1.75;43.75;-1.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;9.25;-1.0;29.464285714285715;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Djibouti;927000.0;Africa;7.148675773315009;7000;66.78667495373296;37.9732501105805;33.91801236050302;48.113645892858266;21.29713140324496;61.164785369906646;2.7333333333333334;30.37037037037037;2.566666666666667;42.77777777777778;1.25;31.25;0.0;0.0;3.333333333333333;47.61904761904761;0.0;0.0;9.883333333333333;0.0;35.297619047619044;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Kenya;47236000.0;Africa;6.9369665492530785;328000;55.10859311714303;48.66165512456259;49.64745715000001;44.499702500000005;66.82101712886457;70.59148942871948;3.216666666666667;35.74074074074074;2.333333333333333;38.888888888888886;1.5;37.5;-1.0;0.0;4.166666666666666;59.52380952380951;0.0;0.0;11.216666666666665;-1.0;36.488095238095234;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Malaysia;30723000.0;Asia and the Pacific;6.914423125997351;212000;36.24096357138164;28.372377080650704;39.55891;41.23275274003604;27.767190874403067;39.22525132573513;3.6;40.0;3.2333333333333334;53.888888888888886;2.25;56.25;-1.0;0.0;2.6666666666666665;38.095238095238095;0.0;0.0;11.75;-1.0;38.392857142857146;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Albania;2923000.0;Europe and Central Asia;6.870871920620402;20000;45.98632511944964;20.737661899339315;44.26588285535536;48.39743396730063;26.961270717444787;45.20089497142935;6.55;72.77777777777777;3.8;63.33333333333333;2.75;68.75;-1.0;0.0;4.666666666666666;66.66666666666666;0.0;0.0;17.766666666666666;-1.0;59.88095238095238;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Cameroon;22835000.0;Africa;6.867205691936129;157000;65.87631484366848;36.47353810107389;46.221596625000004;46.32494373333333;53.88846004392307;69.64099588849848;2.4;26.666666666666668;1.4666666666666668;24.444444444444446;0.75;18.75;-1.0;0.0;3.5;50.0;0.0;0.0;8.116666666666667;-1.0;25.41666666666667;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Togo;7417000.0;Africa;6.807926394842828;50000;69.9552166542915;31.46982446763217;45.3486425;42.28648976666667;17.056589873765066;61.287976229152136;2.583333333333333;28.7037037037037;1.2666666666666666;21.11111111111111;1.25;31.25;0.0;0.0;1.5;21.428571428571427;0.0;0.0;6.6;0.0;23.57142857142857;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Niger;19897000.0;Africa;6.7051457495887;133000;61.881459552209584;41.199938496602954;37.0476947;45.02364906666667;50.36552170086375;65.55657943591284;2.6166666666666667;29.074074074074076;2.1333333333333333;35.55555555555556;1.0;25.0;-1.0;0.0;2.5;35.714285714285715;0.0;0.0;8.25;-1.0;25.892857142857146;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Zimbabwe;15777000.0;Africa;6.670304852892388;105000;66.34868201373742;45.490332031879525;36.611856725;53.01419763333333;25.32326821619481;66.4011229406579;1.05;11.666666666666666;1.0333333333333334;17.222222222222225;1.75;43.75;-1.0;0.0;2.5;35.714285714285715;0.0;0.0;6.333333333333334;-1.0;19.04761904761905;C;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Turkey;78271000.0;Europe and Central Asia;6.49817584734083;509000;46.96070864651625;22.166871030974132;46.97719693806194;48.637091758241766;47.87316817148232;51.57993119988408;5.999999999999999;66.66666666666666;3.4333333333333336;57.22222222222223;1.5;37.5;0.0;0.0;2.333333333333333;33.33333333333333;0.0;0.0;13.266666666666666;0.0;47.38095238095238;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Ukraine;44658000.0;Europe and Central Asia;6.412410947078156;286000;53.95354194732852;15.916438405339088;46.388141899999994;39.04612190000001;62.22302649184066;54.38473237953043;5.916666666666666;65.74074074074073;2.7666666666666666;46.11111111111111;2.5;62.5;-1.0;0.0;4.666666666666666;66.66666666666666;0.0;0.0;15.85;-1.0;53.035714285714285;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Equatorial Guinea;1175000.0;Africa;6.363696550120129;7000;68.39773004973544;40.840055191678914;36.71118535059524;48.47613316111111;10.12606550326173;61.656159559645545;0.3333333333333333;3.7037037037037033;0.7333333333333334;12.222222222222223;0.5;12.5;-1.0;0.0;1.833333333333333;26.190476190476186;0.0;0.0;3.3999999999999995;-1.0;8.57142857142857;D;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Tanzania, United Republic of;53880000.0;Africa;6.2400197786929095;336000;55.544326557628416;47.25181293043574;34.8714823;52.74649883333334;29.144134623369382;60.50278325942903;3.35;37.22222222222222;2.5;41.66666666666667;1.0;25.0;-1.0;0.0;3.333333333333333;47.61904761904761;0.0;0.0;10.183333333333334;-1.0;32.79761904761905;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Ethiopia;99873000.0;Africa;6.149931174378154;614000;62.37719679838115;47.47211210831325;27.284046250000003;34.5513938;55.317492068160355;64.47161269790206;2.5;27.77777777777778;3.066666666666666;51.11111111111109;2.25;56.25;-1.0;0.0;3.333333333333333;47.61904761904761;0.0;0.0;11.149999999999999;-1.0;36.24999999999999;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
India;1309054000.0;Asia and the Pacific;6.103056667732271;7989000;46.162312538674065;29.7818545107402;32.35862234166667;41.084675366666666;80.00451810910262;55.48884061159113;4.166666666666667;46.296296296296305;3.2;53.333333333333336;2.25;56.25;0.0;0.0;3.1666666666666665;45.23809523809524;0.0;0.0;12.783333333333333;0.0;45.654761904761905;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Croatia;4236000.0;Europe and Central Asia;5.992110893607282;25000;35.68950148067949;20.155849899770683;34.119343725;48.27667473333333;12.16102463252435;32.69527415960411;6.933333333333333;77.03703703703702;4.7;78.33333333333333;2.25;56.25;0.0;0.0;4.833333333333333;69.04761904761905;0.3666666666666667;18.333333333333336;19.083333333333332;0.0;68.1547619047619;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Nepal;28656000.0;Asia and the Pacific;5.950652642207147;171000;51.990393857094105;35.62324889239281;32.152118825;8.675466326666665;34.69008692291934;44.13214670647027;3.1666666666666665;35.18518518518518;2.5;41.66666666666667;2.0;50.0;-1.0;0.0;4.166666666666666;59.52380952380951;0.0;0.0;11.833333333333332;-1.0;38.69047619047619;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Côte d'Ivoire;23108000.0;Africa;5.9148048943876015;137000;59.49188655152624;30.08602547659402;41.654165600000006;37.52147083333333;40.93968644885695;57.19633991916912;3.1;34.44444444444444;2.1999999999999997;36.666666666666664;1.75;43.75;0.0;0.0;4.666666666666666;66.66666666666666;0.16666666666666666;8.333333333333332;11.883333333333331;0.0;42.44047619047618;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Montenegro;628000.0;Europe and Central Asia;5.860328265586788;4000;39.353681672518874;15.017308857119362;37.442969399999996;50.863239533333335;18.286185080245303;35.821851407007166;7.133333333333334;79.25925925925927;4.199999999999999;69.99999999999999;2.25;56.25;0.0;0.0;4.333333333333333;61.9047619047619;0.0;0.0;17.916666666666664;0.0;63.988095238095234;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Gambia;1978000.0;Africa;5.79933101786089;11000;66.84980502078615;28.12032772758689;41.80383137115385;44.078812633333335;20.810797955334504;58.38132731602806;2.25;25.0;2.9;48.333333333333336;1.5;37.5;0.0;0.0;2.833333333333333;40.476190476190474;0.0;0.0;9.483333333333334;0.0;33.86904761904762;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Lithuania;2932000.0;Europe and Central Asia;5.798203825288651;17000;29.20612985952649;15.40431497851578;35.6323231;46.345219500000006;9.744153745418247;26.165164540554585;4.166666666666666;46.29629629629629;3.7666666666666666;62.77777777777778;2.75;68.75;0.0;0.0;5.5;78.57142857142857;0.3666666666666667;18.333333333333336;16.55;0.0;59.10714285714286;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Zambia;16101000.0;Africa;5.738609502523386;92000;45.82809545887062;54.44336883040037;44.925345775000004;49.07886533333333;13.096041808161617;55.22113635699084;3.0;33.33333333333333;2.0666666666666664;34.444444444444436;1.0;25.0;0.0;0.0;2.833333333333333;40.476190476190474;0.0;0.0;8.899999999999999;0.0;31.785714285714278;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Venezuela, Bolivarian Republic of;31155000.0;Americas;5.583347114914473;174000;65.07845616889051;19.687845941134004;60.445711700000004;34.295422933333334;27.77284146610046;57.893256737984224;2.1;23.333333333333332;2.633333333333333;43.888888888888886;0.5;12.5;0.0;-1.0;3.6666666666666665;52.38095238095239;0.0;0.0;8.899999999999999;-1.0;28.214285714285708;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Haiti;10711000.0;Americas;5.551376006199412;59000;62.3857286736537;49.696614220514334;54.10526564484127;56.81701283068782;20.131318330303944;69.56078363906514;4.466666666666667;49.629629629629626;2.5666666666666664;42.77777777777778;0.75;18.75;0.0;0.0;3.333333333333333;47.61904761904761;0.0;0.0;11.116666666666667;0.0;39.702380952380956;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Egypt;93778000.0;Africa;5.5190030821454625;518000;61.60833277047258;18.38917838540034;44.188003466666665;52.782831099999996;51.06177856987809;60.44927215464882;3.3833333333333333;37.592592592592595;1.8333333333333333;30.555555555555554;2.5;62.5;0.0;-1.0;4.5;64.28571428571429;0.0;0.0;12.216666666666667;-1.0;40.05952380952381;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Russian Federation;143888000.0;Europe and Central Asia;5.515316515082823;794000;59.33851660584258;13.483667470656998;38.6153464625;34.14344008333333;51.86151010108792;51.61525987486977;1.5333333333333332;17.037037037037038;1.9333333333333333;32.22222222222222;1.5;37.5;-1.0;-1.0;2.833333333333333;40.476190476190474;0.0;0.0;7.8;-2.0;20.71428571428571;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Moldova, Republic of;4066000.0;Europe and Central Asia;5.508897757489029;22000;41.95504031900606;22.90502097339829;35.276393725;58.27860433333334;18.104802619279543;41.61521022155789;5.266666666666666;58.518518518518505;3.6666666666666665;61.11111111111111;2.5;62.5;0.0;0.0;4.166666666666666;59.52380952380951;0.0;0.0;15.599999999999998;0.0;55.71428571428571;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Benin;10576000.0;Africa;5.458588238504153;58000;51.07803835516427;28.827656404727204;39.907221275000005;35.3143315;15.762543117083753;45.00220609845;2.75;30.555555555555557;1.9;31.666666666666664;2.25;56.25;0.0;0.0;3.6666666666666665;52.38095238095239;0.0;0.0;10.566666666666666;0.0;37.73809523809524;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Mozambique;28011000.0;Africa;5.413095981960679;152000;48.60354031211848;48.25615492018613;40.48051236050302;48.11364589285827;30.0469294905313;56.96251965957352;5.183333333333333;57.59259259259258;2.9666666666666663;49.44444444444444;1.25;31.25;-1.0;0.0;3.0;42.857142857142854;0.0;0.0;12.399999999999999;-1.0;40.71428571428571;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Armenia;2917000.0;Europe and Central Asia;5.340739595903463;16000;51.085251086770555;18.883562979786966;33.752853325000004;46.304470099999996;22.11859221777728;43.626346347056526;4.916666666666667;54.629629629629626;3.0666666666666664;51.11111111111111;2.25;56.25;0.0;0.0;4.666666666666666;66.66666666666666;0.0;0.0;14.9;0.0;53.214285714285715;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
