COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
BFA;Burkina Faso;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2019;Yes, the country has a constitutional right of access to information;1992, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2019;Yes, the country has legal provisions for access to information;1972, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2019;Yes, the country has legal provisions for access to information;1972, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2019;Yes, the country has legal provisions for access to information;1972, 1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2019;Yes, the country has legal provisions for access to information;1972, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GE;GEO;GEO;nan
