COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
AZE;Azerbaijan;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;AZ;AZE;AZE;nan
BHS;Bahamas;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BS;BHS;BHS;nan
BHR;Bahrain;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BH;BHR;BHR;nan
BGD;Bangladesh;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BD;BGD;BGD;nan
BRB;Barbados;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2019;Countries with national laws that reflect limited progress in addressing community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2019;Countries where national laws fully address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2019;Countries with national laws that reflect limited progress in addressing community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2019;Countries with national laws that reflect limited progress in addressing community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2019;Countries with national laws that make significant progress toward addressing community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2019;Countries where national laws fully address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2019;Countries where national laws fully address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2019;Countries with national laws that reflect limited progress in addressing community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2019;Countries with national laws that reflect limited progress in addressing community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2019;Countries with national laws that reflect limited progress in addressing community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2019;Countries where national laws fully address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2019;No data;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2019;Countries where laws do not address community land tenure;"This indicator assesses whether national laws recognise community land tenure. Data is taken from Figure 4.6: Countries Recognizing Indigenous and Community Rights to Land at the National Level (2016), Countries recognizing community land tenure in national laws. In UNEP Environmental Rule of Law First Global Report 2019. Answer options include
Countries where national laws fully address community land tenure
Countries with national laws that make significant progress toward addressing community land tenure
Countries with national laws that reflect limited progress in addressing community land tenure
Countries where laws do not address community land tenure";;;;;;;;;;;;ER;ERI;ERI;nan
