COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
AZE;Azerbaijan;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;AZ;AZE;AZE;nan
BHS;Bahamas;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BS;BHS;BHS;nan
BHR;Bahrain;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BH;BHR;BHR;nan
BGD;Bangladesh;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BD;BGD;BGD;nan
BRB;Barbados;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2021;No Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2021;No Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2021;No Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GD;GRD;GRD;nan
