COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
CAN;Canada;2023;Yes, founding participant;2008.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2023;Yes, founding participant;2008.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2023;Yes, a participant state;2011.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2023;Yes, a participant state;2010.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2023;Yes, a participant state;2016.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2023;Yes, a participant state;2011.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2023;Yes, founding participant;2008.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2023;Yes, founding participant;2008.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2023;Yes, a participant state;2011.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2023;Yes, a participant state;2012.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2023;Yes, founding participant;2008.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2023;Yes, a participant state;2014.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2023;Yes, a participant state;2014.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2023;Yes, a participant state;2009.0;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2023;Not a participant state;;The indicator assesses whether a country is a participating state in the Montreux Document. The Montreux Document is the first international document to reaffirm the international legal obligations of States regarding the activities of private military and security companies. It also contains a series of best practices designed to help States take appropriate measures to comply with their obligations under international law.;;;;;;;;;;;;KI;KIR;KIR;nan
