COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
CUB;Cuba;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2022;Yes;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2022;No;;This indicator records whether there are reports of children used in hostilities by state or non-state groups, based on the UN Watchlist, updated annually by the UN Secretary General in his/her report on Children and Armed Conflict and monitored by the Watchlist on Children and Armed Conflict  ;;;;;;;;;;;;LR;LBR;LBR;nan
