COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
CMR;Cameroon;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;FJ;FJI;FJI;nan
