GHO;PUBLISHSTATE;YEAR;REGION;COUNTRY;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;COL;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;CAN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;CMR;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;BDI;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;BFA;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;BWA;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;BEN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;DZA;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;MEX;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;NIC;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;PAN;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;PER;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;TTO;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AMR;USA;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;AFG;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;RWA;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;NGA;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;NER;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;MOZ;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;MRT;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;MWI;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;MDG;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;LBR;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;KEN;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;GIN;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;GHA;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;AFR;GAB;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;BHR;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;EGY;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;IRN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;IRQ;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;JOR;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;MAR;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;OMN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;QAT;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;SAU;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;SDN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;TUN;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;ARE;Don't know;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;YEM;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;ALB;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;ARM;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EMR;KWT;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;KAZ;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;KGZ;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;LVA;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;LTU;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;MNE;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;NLD;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;NOR;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;POL;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;PRT;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;AUT;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;AZE;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;BLR;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;BGR;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;HRV;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;CYP;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;CZE;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;EST;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;FIN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;GEO;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;DEU;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;ISL;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;ISR;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;ITA;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;RUS;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;SMR;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;SRB;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;SVK;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;SVN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;ESP;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;SWE;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;CHE;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;MKD;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;MDA;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;TJK;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;EUR;ROU;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;PNG;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;PHL;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;WSM;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;SGP;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;SLB;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;TUV;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;VUT;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;VNM;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;BRN;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;KHM;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;CHN;Larger scale;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;COK;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;FJI;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;JPN;None;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;KIR;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;PUBLISHED;2012-2014;WPR;LAO;Limited;;;;;;;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv
