country;RAW_OBS_VALUE;TIME_PERIOD;ATTR_ENDPOINT
Democratic People's Republic of Korea;5.0;2019.0;nan
Republic of Korea;4.0;2019.0;nan
Kuwait;4.0;2019.0;nan
Kyrgyzstan;5.0;2019.0;nan
Laos;3.0;2019.0;nan
Latvia;4.0;2019.0;nan
Lebanon;3.0;2019.0;nan
Lesotho;4.0;2019.0;nan
Liberia;4.0;2019.0;nan
Libya;5.0;2019.0;nan
Liechtenstein;4.0;2019.0;nan
Lithuania;5.0;2019.0;nan
Luxembourg;4.0;2019.0;nan
North Macedonia;4.0;2019.0;nan
Madagascar;4.0;2019.0;nan
Malawi;3.0;2019.0;nan
Malaysia;4.0;2019.0;nan
Maldives;5.0;2019.0;nan
Mali;3.0;2019.0;nan
Malta;5.0;2019.0;nan
Marshall Islands;1.0;2019.0;nan
Mauritania;3.0;2019.0;nan
Mauritius;5.0;2019.0;nan
Mexico;4.0;2019.0;nan
Micronesia, Federated States of;1.0;2019.0;nan
Moldova;5.0;2019.0;nan
Monaco;5.0;2019.0;nan
Mongolia;5.0;2019.0;nan
Montenegro;4.0;2019.0;nan
Morocco;4.0;2019.0;nan
Mozambique;4.0;2019.0;nan
Myanmar;5.0;2019.0;nan
Namibia;5.0;2019.0;nan
Nepal;3.0;2019.0;nan
The Netherlands;5.0;2019.0;nan
New Zealand;1.0;2019.0;nan
Nicaragua;5.0;2019.0;nan
Niger;3.0;2019.0;nan
Nigeria;3.0;2019.0;nan
Norway;4.0;2019.0;nan
Oman;4.0;2019.0;nan
Pakistan;1.0;2019.0;nan
Palau;1.0;2019.0;nan
Panama;3.0;2019.0;nan
Papua New Guinea;5.0;2019.0;nan
Paraguay;4.0;2019.0;nan
Peru;3.0;2019.0;nan
The Philippines;4.0;2019.0;nan
Poland;5.0;2019.0;nan
Portugal;5.0;2019.0;nan
Qatar;5.0;2019.0;nan
Romania;5.0;2019.0;nan
Russian Federation;5.0;2019.0;nan
Rwanda;5.0;2019.0;nan
Samoa;4.0;2019.0;nan
San Marino;1.0;2019.0;nan
Sao Tome and Principe;3.0;2019.0;nan
Saudi Arabia;4.0;2019.0;nan
Senegal;4.0;2019.0;nan
Serbia;4.0;2019.0;nan
Seychelles;4.0;2019.0;nan
Sierra Leone;4.0;2019.0;nan
Singapore;4.0;2019.0;nan
Slovakia;4.0;2019.0;nan
Slovenia;4.0;2019.0;nan
Solomon Islands;2.0;2019.0;nan
Somalia;4.0;2019.0;nan
South Africa;4.0;2019.0;nan
South Sudan;3.0;2019.0;nan
Spain;5.0;2019.0;nan
Sri Lanka;3.0;2019.0;nan
St. Lucia;4.0;2019.0;nan
St. Vincent and the Grenadines;3.0;2019.0;nan
Sudan;3.0;2019.0;nan
Suriname;3.0;2019.0;nan
Eswatini;4.0;2019.0;nan
Sweden;5.0;2019.0;nan
Switzerland;4.0;2019.0;nan
Syria;4.0;2019.0;nan
Tajikistan;4.0;2019.0;nan
Tanzania;3.0;2019.0;nan
Thailand;4.0;2019.0;nan
Timor-Leste;4.0;2019.0;nan
Togo;4.0;2019.0;nan
Tonga;1.0;2019.0;nan
Trinidad and Tobago;5.0;2019.0;nan
Tunisia;5.0;2019.0;nan
Turkey;4.0;2019.0;nan
Turkmenistan;5.0;2019.0;nan
Tuvalu;3.0;2019.0;nan
Uganda;3.0;2019.0;nan
Ukraine;5.0;2019.0;nan
United Arab Emirates;4.0;2019.0;nan
United Kingdom;4.0;2019.0;nan
United States of America;5.0;2019.0;nan
Uruguay;4.0;2019.0;nan
Uzbekistan;5.0;2019.0;nan
Vanuatu;4.0;2019.0;nan
Venezuela;3.0;2019.0;nan
Vietnam;4.0;2019.0;nan
Yemen;4.0;2019.0;nan
Zambia;4.0;2019.0;nan
Zimbabwe;5.0;2019.0;nan
