COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
HUN;Hungary;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2018;No legislation;;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2018;No legislation;;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2018;No legislation;;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2018;No legislation;;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2018;No legislation;;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2018;No legislation;;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;Following the recommendations of the Committee on the Rights of the Child in 2006, Government has taken measures to prepare a Children’s Bill that will incorporate the spirit of the Convention on the Rights of the Child, include all its main principles and obligations, and bring together the different pieces of legislation dealing with children under one single legislation… Provisions will be made therein to address web related offences where children are involved. Letter from S. Phokeer, Ambassador, Embassy of Mauritius, Washington, D.C., to the International Centre for Missing & Exploited Children (Nov. 9, 2018) (on file with the International Centre for Missing & Exploited Children).;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2018;No legislation;;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2018;No legislation;;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2018;No data;;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;"Interpretation of the term “child pornography” is based on the case law and a legal doctrine (e.g. a judgment of the Supreme Court of 23 November 2010, ref. IV KK 173/10; M. Mozgawa (edit.) M. Budyn-Kulik, Mr. Kozłowska-Kalisz, M. Kulik, Criminal Code: Reference, ed. Oficyna 2010). Letter from Maciej Pisarski, Charge d’affaires, Embassy of the Republic of Poland, Washington, D.C., to the International Centre for Missing & Exploited Children (Aug. 29, 2012) (on file with the International Centre for Missing & Exploited Children).";;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;A major review of the Penal Code is underway. A key area under review is whether there should be dedicated laws to deal with activities related to child abuse material – from the making of such material to possession and distribution of the material. A related area under review is whether such offences should attract more severe penalties to send a stronger deterrent message. The review proposals will be tabled for public consultation in late 2018. Letter from His Excellency Ashok Kumar Mirpuri, Ambassador of the Republic of Singapore, Embassy of the Republic of Singapore, Washington, D.C., to the International Centre for Missing & Exploited Children (Aug. 31, 2018) (on file with the International Centre for Missing & Exploited Children);;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2018;No legislation;;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;The definition for child pornography is articulated in the Preparatory Work and is referred to and applied by the courts in practice. In Chapter 16, Section 10a, of the Criminal Code there is a definition of the word child. There is no legal definition of child pornography in the legislation. Nevertheless, there are statements in the preparatory works to the effect that an image is to be regarded as pornographic when it, without any scientific or artistic values, depicts a sexual motif in an unconcealed and offensive way. Email from Magdalena Wikstrand Danelius, Legal Adviser, Division for Criminal Law, Ministry of Justice of Sweden, Washington, D.C., to the International Centre for Missing & Exploited Children (Nov. 18, 2011) (on file with the International Centre for Missing & Exploited Children). Government Bill 1997/98: 43 Freedom of the Press Ordinance and Speech Constitution scopes - pornography issue, etc. p. 56 “The image should, according to common use of language and general values, be pornographic in its content for it to be considered criminal in court….By pornographic, according to the statement of grounds in this section, the image under investigation should not have scientific or artistic value. The image is clearly intended to arouse a sexual reaction (Bill 1970:125 P. 79 f.). It is not required that the image depicts a child engaged in sexual conduct in order for it to be covered by the law. The criminal area, which regulates whether an image is considered to be pornographic, also includes images which in any other way portray one or several children in a way that is likely to appeal to an individual’s sex drive.”(translation);;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2018;No legislation;;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2018;Yes there is legislation specific to CSAM but it does NOT have an adequate CSAM definition;;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2018;Yes there is legislation specific to CSAM and it has an adequate CSAM definition;;;;;;;;;;;;;TZ;TZA;TZA;nan
