COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
AZE;Azerbaijan;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2029;;;;;;;;;;;;AZ;AZE;AZE;nan
BHS;Bahamas;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2030;;;;;;;;;;;;BS;BHS;BHS;nan
BHR;Bahrain;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2031;;;;;;;;;;;;BH;BHR;BHR;nan
BGD;Bangladesh;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2032;;;;;;;;;;;;BD;BGD;BGD;nan
BRB;Barbados;2019;No;;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2033;;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2034;;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2035;;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2036;;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2037;;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2038;;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2039;;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2040;;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2041;;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;1992, 2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2042;;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2043;;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2044;;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2045;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2046;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2047;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2048;;;;;;;;;;;;KH;KHM;KHM;nan
CMR;Cameroon;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2049;;;;;;;;;;;;CM;CMR;CMR;nan
CAN;Canada;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2050;;;;;;;;;;;;;;CAN;nan
CAF;Central African Republic;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2051;;;;;;;;;;;;CF;CAF;CAF;nan
TCD;Chad;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2052;;;;;;;;;;;;TD;TCD;TCD;nan
CHL;Chile;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2053;;;;;;;;;;;;CL;CHL;CHL;nan
CHN;China;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2054;;;;;;;;;;;;CN;CHN;CHN;nan
COL;Colombia;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2055;;;;;;;;;;;;CO;COL;COL;nan
COM;Comoros;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2056;;;;;;;;;;;;KM;COM;COM;nan
COG;Congo;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;1992;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2057;;;;;;;;;;;;CG;COG;COG;nan
COD;DR Congo;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2058;;;;;;;;;;;;;;COD;nan
CRI;Costa Rica;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2059;;;;;;;;;;;;CR;CRI;CRI;nan
CIV;Côte d'Ivoire;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2060;;;;;;;;;;;;;;CIV;nan
HRV;Croatia;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2061;;;;;;;;;;;;HR;HRV;HRV;nan
CUB;Cuba;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2062;;;;;;;;;;;;CU;CUB;CUB;nan
CYP;Cyprus;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2063;;;;;;;;;;;;CY;CYP;CYP;nan
CZE;Czech Republic;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2064;;;;;;;;;;;;CZ;CZE;CZE;nan
DNK;Denmark;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2065;;;;;;;;;;;;DK;DNK;DNK;nan
DJI;Djibouti;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2066;;;;;;;;;;;;DJ;DJI;DJI;nan
DMA;Dominica;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2067;;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2068;;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2069;;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2070;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2071;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2072;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2073;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2074;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2075;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2076;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2077;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2019;Countries with stand-alone legal instruments for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2078;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;1992, 2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2079;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2080;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2081;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2082;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;1992, 2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2083;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2084;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;1992, 2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2085;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2086;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2087;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;1992, 2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2088;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2089;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2090;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2019;Yes, the country has environmental impact assessment provisions in other legal instruments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2091;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2092;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2019;Yes, the country has a stand-alone legal instrument for environmental impact assessments;2017;This indicator assesses whether a country has an environmental impact assessment law, either as a stand alone legal instrument or a provision in other laws. Data is taken from Figure 3.15 Countrie with Environmental Impact Assessment Laws, p.127-127, UNEP Environmental Rule of Law. First Global Report 2093;;;;;;;;;;;;HU;HUN;HUN;nan
