SOURCE_ID;SOURCE_ID;STARTPERIOD;ENDPERIOD;TIMEPERIOD;FILE_PATH;WPA_OBS_RAW_COL;VALUE_ID;WPA_YEAR_COL;TIME_PERIOD;startPeriod;endPeriod;SHEET_NAME;RAW_OBS_VALUE_COLUMN_NAME;EXTRACTOR_CLASS;RAW_OBS_VALUE_TYPE;INVERT_NORMALIZATION;NORMALISE_TO_100000;SOURCE_TITLE;ENDPOINT_URL;SOMETHING;STUFF;ADDRESS;INDICATOR_ID;VALUE_ID_default;SOURCE_TYPE;SOURCE_BODY;SOURCE_TITLE_default;ADDRESS_default;EXTRACTOR_CLASS_default;FORMER_SOURCE_ID;ENDPOINT_URL_default;un_treaty_data_col;WPA_OBS_RAW_COL_default;WPA_YEAR_COL_default;RAW_OBS_VALUE_COLUMN_NAME_default;COUNTRY_NAME_COLUMN_NAME;RAW_OBS_VALUE_TYPE_default;ATTR_RATIFICATION_DATE_COLUMN_NAME;ATTR_UNIT_MEASURE;INVERT_NORMALIZATION_default;DIMENSION_VALUES_NORMALIZATION;UNIT_MEASURE;COMMENT;COMMENTS;FILE_PATH_default;NRGI_SECTOR;LINKT_TO;NORMALISE_TO_100000_default;PROJECT;INDEX;ISSUE;CATEGORY;INDICATOR_CODE_2018;INDICATOR_NAME;INDICATOR_DESCRIPTION;INDICATOR_EXPLANATION;STATUS;COMMENTS_default;EFFECTIVE_OF;CURRENT;CALCULATION_TYPE;LEGACY_DATA_FROM;REPLACES_IND_ID;DIMENSION_VALUES_NORMALIZATION_default;UNIT_MEASURE_default;CORRESPONDING_SOURCE;CORRESPONDING_VALUE_TYPE;SORTING_COLUMN;INDICATOR_ACR;COMMENT_default;INDEX_CODE;ISSUE_CODE;CATEGORY_CODE;INDICATOR_CODE;TYPE;RANGE;VALUE_ENCODING;VALUE_LABELS;NA_ENCODING;UNITS;CRBA_RELEASE_YEAR
38;X-71;xxx;xxx;xxx;;;V-45;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Youth Violence: Extent of implementation of life skills and social development programmes: ;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv;;;http://apps.who.int/gho/data/node.main.VIOLENCEPREVENTIONPROGRAMMES?lang=en;I-187;V-45;API (WHO);WHO;Global Health Observatory, Youth Violence: Extent of implementation of life skills and social development programmes: ;http://apps.who.int/gho/data/node.main.VIOLENCEPREVENTIONPROGRAMMES?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-83;http://apps.who.int/gho/athena/api/GHO/VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS.csv;;;;;;;;;;;;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Enforcement;2.2.7;Life skills and social development programmes ;Extent of implementation of life skills and social development programmes;;Updated;;2020.0;1.0;automated;;;;;;;187.0;LISSDP;;CE;FC;EN;CE_FC_EN_LISSDP;Categorical;[0,1,2,3];"3=Larger scale; 2=Limited; 1=None; 0=No data; 0=Don't know";"3=Larger scale; 2=Limited; 1=None; 0=No data/ Don't know";;;2023
39;X-72;xxx;xxx;xxx;;;V-1;;;;;;;etl.source_adapter.un.UnTreaties;;;;WHO Framework Convention on Tobacco Control: ;nan;;;https://treaties.un.org/pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IX-4&chapter=9&clang=_en;I-74;V-1;Website (static html);UN Treaties;WHO Framework Convention on Tobacco Control: ;https://treaties.un.org/pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IX-4&chapter=9&clang=_en;etl.source_adapter.un.UnTreaties;S-84;nan;Ratification, Acceptance(A), Approval(AA), Formal confirmation(c), Accession(a), Succession(d);;;;;;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework international;1.1.1.1;Framework Convention on Tobacco Control;Ratification of World Health Organization Framework Convention on Tobacco Control (WHO FCTC);;Created;;2018.0;1.0;research;2018.0;;;;;;74.0;FRCOTC;;MP;MA;LF;MP_MA_LF_FRCOTC;Categorical;[0,1,2];"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";;;2023
40;X-74;xxx;xxx;xxx;;;V-27;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Existence of any policies on marketing of foods to children: ;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv;;;http://apps.who.int/gho/data/view.main.2473;I-77;V-27;API (WHO);WHO;Global Health Observatory, Existence of any policies on marketing of foods to children: ;http://apps.who.int/gho/data/view.main.2473;etl.source_adapter.csv.DefaultCSVExtractor;S-88;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv;;;;;;;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.10;Policies on marketing foods to children;Existence of any policies on marketing of foods to children;;Updated;;2020.0;1.0;automated;;;;;;;77.0;POMAFC;;MP;MA;LF;MP_MA_LF_POMAFC;Categorical;[0,1,2,3];"2=Yes; 2=yes; 1=No; 1=no; 0=No data; 0=don't know;0=Don't know; 0=No data received; 0=No response; 0=Unknown; 0=unknown";"2=Yes; 1=No; 0=Don't know/ No data received/ No response/ No data";;;2023
41;X-76;xxx;xxx;xxx;;;V-29;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Ban on direct advertising: ;http://apps.who.int/gho/athena/api/GHO/E_Group.csv;;;https://apps.who.int/gho/data/node.main.TOBENFORCEBANS?lang=en;I-79;V-29;API (WHO);WHO;Global Health Observatory, Ban on direct advertising: ;https://apps.who.int/gho/data/node.main.TOBENFORCEBANS?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-90;http://apps.who.int/gho/athena/api/GHO/E_Group.csv;;;;;;;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.2;Ban on tobacco advertising;Is there a ban on tobacco advertising?;;Created;;2018.0;1.0;manual;2018.0;;;;;;79.0;BATOAD;;MP;MA;LF;MP_MA_LF_BATOAD;Categorical;[0,1,2,3];"3=5.0;2=4.0;2=3.0;1=2.0;0=1.0";"3=Ban on all forms of direct and indirect advertising; 2=Ban on national TV, radio and print media only OR also on some but not all other forms of direct and/or indirect advertising; 1=Complete absence of ban, or ban that does not cover national TV, radio and print media; 0=No data";;;2023
42;X-77;xxx;xxx;xxx;;;V-30;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Warn about the dangers of tobacco: ;http://apps.who.int/gho/athena/api/GHO/W_Group.csv;;;http://apps.who.int/gho/data/node.main.1241?lang=en;I-80;V-30;API (WHO);WHO;Global Health Observatory, Warn about the dangers of tobacco: ;http://apps.who.int/gho/data/node.main.1241?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-91;http://apps.who.int/gho/athena/api/GHO/W_Group.csv;;;;;;;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.3;Warning about the dangers of tobacco;Are there warnings about the dangers of tobacco?;"Note:Original encodings of WHO have been converted like so (""old value""=""new value""):3=5; 3=4, 2=3; 1=2; 0=1. This has been done for data processing reasons. The encodings in the original data (i.e. old value) from WHO: Country's legislation is assessed to determine whether health warnings with specific criteria are mandated. The groupings for this indicator are, 1: Data not reported, 2: No warning or warning covering <30% of pack surface 3:  ≥30%* but no pictures or pictograms and/or other appropriate characteristics**,  4: 31%–49%* including pictures or pictograms and other appropriate characteristics**, 5:  ≥50%* including pictures or pictograms and appropriate characteristics** * average of the front and back of the cigarette pack. ** • Specific health warnings mandated,     • appearing on individual packages as well as on any outside packaging and labelling used in retail sale,     • describing specific harmful effects of tobacco use on health,     • are large, clear, visible and legible (e.g. specific colours and font style and sizes are mandated),     • rotate;     • written in (all) principal language(s) of the country";Created;;2018.0;1.0;automated;2018.0;;;;;;80.0;WADATO;;MP;MA;LF;MP_MA_LF_WADATO;Categorical;[0,1,2,3];"3=5.0; 3=4.0; 2=3.0; 1=2.0; 0=1.0";"3=Extensive warning (i.e. over 30% including pictures or pictograms and other appropriate characteristics); 2=Limited warning (i.e. >=30% but no pictures or pictograms and/or other appropriate characteristics); 1=No warning or warning covering <30% of pack surface; 0=No data";;;2023
43;X-78;xxx;xxx;xxx;;;V-31;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Age limits - Alcohol service/sales: on premises ;http://apps.who.int/gho/athena/api/GHO/SA_0000001518.csv;;;http://apps.who.int/gho/data/view.main.54500;I-81;V-31;API (WHO);WHO;Global Health Observatory, Age limits - Alcohol service/sales: on premises ;http://apps.who.int/gho/data/view.main.54500;etl.source_adapter.csv.DefaultCSVExtractor;S-92;http://apps.who.int/gho/athena/api/GHO/SA_0000001518.csv;;;;;;;;;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS""";;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.5;On-premise alcohol service age limits;Age limits on alcohol service on premises (spirits);;Created;;2018.0;1.0;automated;2018.0;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS""";;;;81.0;ONASAL;;MP;MA;LF;MP_MA_LF_ONASAL;Categorical;[0,1,2,3];"3=Total ban; 3= total ban; 3=25;  3=21; 3=20; 3=19; 3=18; 2=17; 2=16; 1=15; 1=14; 1=13; 1=None; 0=No data; 0=subnational; 0=Subnational";"3=Spirits can be obtained from age 18 or above; 2=Spirits can be obtained at age 16 or 17; 1=Spirits can be obtained at age 15 or below, or there aren't any age limitations; 0=No data or limits are at subnational level";;;2023
44;X-79;xxx;xxx;xxx;;;V-32;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Advertising restrictions on national TV;http://apps.who.int/gho/athena/api/GHO/SA_0000001507.csv;;;https://apps.who.int/gho/data/node.main.A1132?lang=en;I-82;V-32;API (WHO);WHO;Global Health Observatory, Advertising restrictions on national TV;https://apps.who.int/gho/data/node.main.A1132?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-93;http://apps.who.int/gho/athena/api/GHO/SA_0000001507.csv;;;;;;;;;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS_ADS""";;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.6;Ban on alcohol advertising on national TV;Ban on alcohol (spirits) advertising on national TV;;Created;;2018.0;1.0;automated;2018.0;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS_ADS""";;;;82.0;BAAANT;;MP;MA;LF;MP_MA_LF_BAAANT;Categorical;[0,1,2,3,4,5];"3=ban; 2=partial restriction content; 2=partial restriction place; 2= partial restriction place/content; 2=partial restriction time; 2=partial restriction time/content; 2=partial restriction time/place; 2=partial restriction time/place/content; 2 =partial restrictionplace/ content; 1=no restriction; 1=voluntary/self-restricted; 0=No data";"3=Ban; 2=Partial restriction (concerning at least one of the following: time, content, place); 1=No restrictions OR voluntary/self-restricted; 0=No data";;;2023
45;X-80;xxx;xxx;xxx;;;V-27;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Health warning labels on alcohol containers: ;http://apps.who.int/gho/athena/api/GHO/SA_0000001555.csv;;;http://apps.who.int/gho/data/node.main.A1193?lang=en;I-83;V-27;API (WHO);WHO;Global Health Observatory, Health warning labels on alcohol containers: ;http://apps.who.int/gho/data/node.main.A1193?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-95;http://apps.who.int/gho/athena/api/GHO/SA_0000001555.csv;;;;;;;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.8;Alcohol health warning labels;Health warning labels on alcohol containers or advertising;;Created;;2018.0;1.0;automated;2018.0;;;;;;83.0;ALHEWL;;MP;MA;LF;MP_MA_LF_ALHEWL;Categorical;[0,1,2,3];"2=Yes; 2=yes; 1=No; 1=no; 0=No data; 0=don't know;0=Don't know; 0=No data received; 0=No response; 0=Unknown; 0=unknown";"2=Yes; 1=No; 0=Don't know/ No data received/ No response/ No data";;;2023
46;X-81;xxx;xxx;xxx;;;V-34;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Marketing of Breast‑milk Substitutes:National Implementation ofthe International Code— STATUS REPORT 2020 —;nan;;;https://www.who.int/publications/i/item/9789240048799;I-84;V-34;PDF;WHO & UNICEF;Marketing of Breast‑milk Substitutes:National Implementation ofthe International Code— STATUS REPORT 2020 —;https://www.who.int/publications/i/item/9789240048799;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-96;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.9;Implementation of the International Code of Marketing of Breast-Milk Substitutes;Implementation of the International Code of Marketing of Breast-Milk Substitutes in the national law;;Created;;2018.0;1.0;manual;;;;;;;84.0;IICMBS;;MP;MA;LF;MP_MA_LF_IICMBS;Categorical;[0,1,2,3,4];"4=Substantially aligned with the Code; 3=Moderately aligned with the Code; 2=Some provisions of the Code included; 1=No legal measures; 0=No data";"4=Substantially aligned with the Code; 3=Moderately aligned with the Code; 2=Some provisions of the Code included; 1=No legal measures; 0=No data";;;2023
47;X-82;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;inverted;;Global Health Observatory, Prevalence of current tobacco use among adolescents (5)- most recent youth survey: Use Youth indicator 1 rate in column 5;http://apps.who.int/gho/athena/api/GHO/Yth_curr_tob_use.csv;;;http://apps.who.int/gho/data/node.main.TOB1257?lang=en;I-85;V-5;API (WHO);WHO;Global Health Observatory, Prevalence of current tobacco use among adolescents (5)- most recent youth survey: Use Youth indicator 1 rate in column 5;http://apps.who.int/gho/data/node.main.TOB1257?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-97;http://apps.who.int/gho/athena/api/GHO/Yth_curr_tob_use.csv;;;;;;;;;inverted;"DIM_SEX==""BOTH_SEXES""";PCNT;;;;;;;CRBA;Marketplace;Marketing and Advertising;Outcome;3.1.1;Youth smoking rate;Smoking rate for youth aged 13 to 15 years (current tobacco use);;Created;;2018.0;1.0;automated;2018.0;;"DIM_SEX==""BOTH_SEXES""";PCNT;;;85.0;YOSMRA;;MP;MA;OC;MP_MA_OC_YOSMRA;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
48;X-83;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;inverted;;Global Health Observatory, 13-15 years old any alcoholic beverage in the past 30 days (%): ;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv;;;http://apps.who.int/gho/data/node.main.A1219?lang=en;I-86;V-5;API (WHO);WHO;Global Health Observatory, 13-15 years old any alcoholic beverage in the past 30 days (%): ;http://apps.who.int/gho/data/node.main.A1219?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-100;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv;;;;;;;;;inverted;"DIM_SEX==""BOTH_SEXES""";PCNT;;;;;;;CRBA;Marketplace;Marketing and Advertising;Outcome;3.1.2;Use of alcohol ;"15-19 years old, current drinkers (%); 13-15 years old first drink before age 14 (%); 13-15 years old any alcoholic beverage in the past 30 days (%)";;Updated;;2020.0;1.0;automated;;;"DIM_SEX==""BOTH_SEXES""";PCNT;;;86.0;USEALC;;MP;MA;OC;MP_MA_OC_USEALC;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
49;X-84;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;inverted;;Global Health Observatory, Children aged <5 years overweight: ;"https://apps.who.int/gho/athena/data/GHO/NUTOVERWEIGHTPREV,NUTRITION_ANT_WHZ_NE2?filter=COUNTRY:*;REGION:*;&ead=&x-sideaxis=COUNTRY;YEAR;DATASOURCE&x-topaxis=GHO;SEX&profile=verbose&format=csv";;;http://apps.who.int/gho/data/view.main.CHILDOVERWEIGHTv;I-87;V-5;API (WHO);WHO;Global Health Observatory, Children aged <5 years overweight: ;http://apps.who.int/gho/data/view.main.CHILDOVERWEIGHTv;etl.source_adapter.csv.DefaultCSVExtractor;S-101;"https://apps.who.int/gho/athena/data/GHO/NUTOVERWEIGHTPREV,NUTRITION_ANT_WHZ_NE2?filter=COUNTRY:*;REGION:*;&ead=&x-sideaxis=COUNTRY;YEAR;DATASOURCE&x-topaxis=GHO;SEX&profile=verbose&format=csv";;;;;;;;;inverted;;PCNT;;;;;;;CRBA;Marketplace;Marketing and Advertising;Outcome;3.1.3;Young children overweight;Children aged <5 years overweight;;Created;;2018.0;1.0;automated;2018.0;;;PCNT;;;87.0;YOCHOV;;MP;MA;OC;MP_MA_OC_YOCHOV;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
50;X-85;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;inverted;;Global Health Observatory, Prevalence of overweight among children and adolescents, BMI>+1 standard deviation above the median, crude, Estimates by country, among children aged 5-19 years: ;http://apps.who.int/gho/athena/api/GHO/NCD_BMI_PLUS1C.csv;;;http://apps.who.int/gho/data/view.main.CHILDOVERWEIGHTv;I-88;V-5;API (WHO);WHO;Global Health Observatory, Prevalence of overweight among children and adolescents, BMI>+1 standard deviation above the median, crude, Estimates by country, among children aged 5-19 years: ;http://apps.who.int/gho/data/view.main.CHILDOVERWEIGHTv;etl.source_adapter.csv.DefaultCSVExtractor;S-103;http://apps.who.int/gho/athena/api/GHO/NCD_BMI_PLUS1C.csv;;;;;;;;;inverted;"DIM_SEX==""BOTH_SEXES""& DIM_AGE_GROUP==""5-19 YEARS""";PCNT;;;;;;;CRBA;Marketplace;Marketing and Advertising;Outcome;3.1.4;Older children and teenagers overweight;Children and adolescents aged 5-19 years overweight;;Created;;2018.0;1.0;automated;2018.0;;"DIM_SEX==""BOTH_SEXES""& DIM_AGE_GROUP==""5-19 YEARS""";PCNT;;;88.0;OLCHTO;;MP;MA;OC;MP_MA_OC_OLCHTO;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
51;X-86;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.who.GlobalHealthObservatory;;not inverted;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;;;http://apps.who.int/gho/data/node.main.1100?lang=en;I-89;V-5;API (WHO);WHO;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/data/node.main.1100?lang=en;etl.source_adapter.who.GlobalHealthObservatory;S-104;http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;;;;;;;;;not inverted;;PCNT;;;;;;;CRBA;Marketplace;Marketing and Advertising;Outcome;3.1.5;Exclusive breastfeeding;Proportion of infants 0–5 months of age (0 to < 6 months) who are fed exclusively with breast milk.;;Created;;2018.0;1.0;automated;;;;PCNT;;;89.0;EXCBRE;;MP;MA;OC;MP_MA_OC_EXCBRE;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
52;X-87;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.who.GlobalHealthObservatory;;not inverted;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;;;http://apps.who.int/gho/data/node.main.1100?lang=en;I-198;V-5;API (WHO);WHO;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/data/node.main.1100?lang=en;etl.source_adapter.who.GlobalHealthObservatory;S-104;http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;;;;;;;;;not inverted;;PCNT;;;;;;;CRBA;Workplace;Maternity and paternity protection;Outcome;3.1.5;Exclusive breastfeeding;Exclusive breastfeeding under 6 months;;Created;;2018.0;1.0;automated;;;;PCNT;;;198.0;EXCBRE;;WP;MP;OC;WP_MP_OC_EXCBRE;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
53;X-88;xxx;xxx;xxx;;;V-1;;;;;;;etl.source_adapter.un.UnTreaties;;;;Constitution of the World Health Organization;nan;;;https://treaties.un.org/Pages/ShowMTDSGDetails.aspx?src=UNTSONLINE&tabid=2&mtdsg_no=IX-1&chapter=9&lang=en;I-90;V-1;Website (static html);UN Treaties;Constitution of the World Health Organization;https://treaties.un.org/Pages/ShowMTDSGDetails.aspx?src=UNTSONLINE&tabid=2&mtdsg_no=IX-1&chapter=9&lang=en;etl.source_adapter.un.UnTreaties;S-105;nan;Definitive signature(s), Acceptance(A);;;;;;;;;;;;;;;;;CRBA;Marketplace;Product Safety;Legal framework international;1.1.2.1;WHO Constitution;Has the country ratified the Constitution of the World Health Organization (WHO)?;;Created;;2018.0;1.0;research;2018.0;;;;;;90.0;WHOCON;;MP;PS;LF;MP_PS_LF_WHOCON;Categorical;[0,1,2];"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";;;2023
54;X-89;xxx;xxx;xxx;;;V-35;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Consumer Protection Legislation Worldwide;nan;;;http://unctad.org/en/Docs/Cyberlaw/CP.xlsx;I-91;V-35;Excel (with URL endpoint);UNCTAD;Consumer Protection Legislation Worldwide;http://unctad.org/en/Docs/Cyberlaw/CP.xlsx;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-106;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Marketplace;Product Safety;Legal framework national;1.1.2.1;Consumer protection law;Existence of a consumer protection framework law ;;Updated;;2020.0;1.0;research;2018.0;;;;;;91.0;COPRLA;;MP;PS;LF;MP_PS_LF_COPRLA;Categorical;[0,1,2,3];"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data";"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data";;;2023
55;X-90;xxx;xxx;xxx;;;V-35;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;E-transaction Legislation Worldwide;nan;;;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;I-92;V-35;Excel (with URL endpoint);UNCTAD;E-transaction Legislation Worldwide;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-109;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Marketplace;Product Safety;Legal framework national;NEW;Online consumer protection;Does the country have online consumer protection legislation?;;Created;;2020.0;1.0;automated;;;;;;;92.0;ONCOPR;;MP;PS;LF;MP_PS_LF_ONCOPR;Categorical;[0,1,2,3];"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data";"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data";;;2023
56;X-91;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;inverted;;Mortality rate attributed to unintentional poisoning (per 100 000 population);http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv;;;https://apps.who.int/gho/data/view.main.SDGPOISON393v;I-95;V-5;API (WHO);WHO;Mortality rate attributed to unintentional poisoning (per 100 000 population);https://apps.who.int/gho/data/view.main.SDGPOISON393v;etl.source_adapter.csv.DefaultCSVExtractor;S-113;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv;;;;;;;;;inverted;"DIM_SEX==""BOTH_SEXES""";RATE_100000;;;;;;;CRBA;Marketplace;Product Safety;Outcome;3.2.2;Mortality rates due to poisoning;Mortality rates due to poisoning per 100,000 children and young people (under 29 years of age);;Created;;2018.0;1.0;automated;;;"DIM_SEX==""BOTH_SEXES""";RATE_100000;;;95.0;MORADP;;MP;PS;OC;MP_PS_OC_MORADP;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
57;X-92;xxx;xxx;xxx;;;V-1;;;;;;;etl.source_adapter.un.UnTreaties;;;;Optional Protocol to the Convention on the Rights of the Child on the sale of children, child prostitution and child pornography: ;nan;;;https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=IV-11-c&chapter=4&clang=_en;I-96;V-1;Website (static html);UN Treaties;Optional Protocol to the Convention on the Rights of the Child on the sale of children, child prostitution and child pornography: ;https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=IV-11-c&chapter=4&clang=_en;etl.source_adapter.un.UnTreaties;S-115;nan;Ratification, Accession(a), Succession(d);;;;;;;;;;;;;;;;;CRBA;Marketplace;Online Abuse and exploitation;Legal framework international;1.1.3.1;Optional Protocol to the CRC on the Sale of Children, Child Prostitution and Child Pornography;Has the country ratified the Optional Protocol to the Convention on the Rights of the Child on the Sale of Children, Child Prostitution and Child Pornography?;;Created;;2018.0;1.0;research;2018.0;;;;;;96.0;OPCSCC;;MP;OL;LF;MP_OL_LF_OPCSCC;Categorical;[0,1,2];"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";;;2023
58;X-93;xxx;xxx;xxx;;;V-27;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;We Protect Global Alliance, Member Countries;nan;;;https://www.weprotect.org/alliance/governments/;I-97;V-27;Website (static html);We Protect Global Alliance;We Protect Global Alliance, Member Countries;https://www.weprotect.org/alliance/governments/;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-116;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Marketplace;Online Abuse and exploitation;Legal framework international;1.1.3.2;We Protect Global Alliance;Has the country signed in to the ‘We Protect Global Alliance’?;;Created;;2020.0;1.0;research;2018.0;;;;;;97.0;WEPRGA;;MP;OL;LF;MP_OL_LF_WEPRGA;Categorical;[0,1,2,3];"2=Yes; 2=yes; 1=No; 1=no; 0=No data; 0=don't know;0=Don't know; 0=No data received; 0=No response; 0=Unknown; 0=unknown";"2=Yes; 1=No; 0=Don't know/ No data received/ No response/ No data";;;2023
59;X-98;xxx;xxx;xxx;;;V-35;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Cybercrime Legislation Worldwide;nan;;;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Cybercrime-Laws.aspx;I-102;V-35;Excel (no URL);UNCTAD;Cybercrime Legislation Worldwide;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Cybercrime-Laws.aspx;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-121;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Marketplace;Online Abuse and exploitation;Legal framework national;NEW;Online exploitation and abuse;Has the country adopted cybercrime legislation?;;Created;;2020.0;1.0;automated;;;;;;;102.0;ONEXAB;;MP;OL;LF;MP_OL_LF_ONEXAB;Categorical;[0,1,2,3];"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data";"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data";;;2023
