;TIME_PERIOD;RAW_OBS_VALUE;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
34;2022.0;4;CHL;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
35;2022.0;5;CHN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
36;2022.0;5;COL;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
37;2022.0;0;COM;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
38;2022.0;2;COG;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
39;2022.0;4;COD;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
40;2022.0;2;CRI;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
41;2022.0;4;CIV;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
42;2022.0;2;HRV;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
43;2022.0;0;CUB;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
44;2022.0;0;CYP;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
45;2022.0;2;CZE;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
46;2022.0;1;DNK;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
47;2022.0;4;DJI;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
48;2022.0;0;DMA;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
49;2022.0;2;DOM;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
50;2022.0;5;ECU;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
51;2022.0;5;EGY;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
52;2022.0;3;SLV;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
53;2022.0;0;GNQ;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
54;2022.0;5;ERI;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
55;2022.0;2;EST;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
56;2022.0;5;SWZ;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
57;2022.0;4;ETH;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
58;2022.0;4;FJI;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
59;2022.0;1;FIN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
60;2022.0;2;FRA;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
61;2022.0;3;GAB;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
62;2022.0;0;GMB;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
63;2022.0;3;GEO;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
64;2022.0;1;DEU;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
65;2022.0;2;GHA;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
66;2022.0;4;GRC;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
67;2022.0;0;GRD;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
68;2022.0;5;GTM;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
69;2022.0;4;GIN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
70;2022.0;0;GNB;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
71;2022.0;0;GUY;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
72;2022.0;5;HTI;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
73;2022.0;5;HND;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
74;2022.0;4;HUN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
75;2022.0;1;ISL;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
76;2022.0;5;IND;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
77;2022.0;5;IDN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
78;2022.0;5;IRN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
79;2022.0;5;IRQ;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
80;2022.0;1;IRL;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
81;2022.0;2;ISR;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
82;2022.0;1;ITA;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
83;2022.0;3;JAM;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
84;2022.0;2;JPN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
85;2022.0;5;JOR;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
86;2022.0;5;KAZ;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
87;2022.0;4;KEN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
88;2022.0;0;KIR;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
89;2022.0;0;PRK;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
90;2022.0;5;KOR;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
91;2023.0;;XKX;right_only;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
92;2022.0;5;KWT;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
93;2022.0;4;KGZ;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
94;2022.0;5;LAO;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
95;2022.0;2;LVA;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
96;2022.0;4;LBN;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
97;2022.0;4;LSO;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
98;2022.0;3;LBR;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
99;2022.0;5+;LBY;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
100;2022.0;0;LIE;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
101;2022.0;2;LTU;both;Trade union representation;Workplace;Decent working conditions;Enforcement;WP_DW_EN_TRUNRE;https://www.globalrightsindex.org/en/2022/countries/bdi;International Trade Union Confederation;Trade union density rate (%);;IDX;;(2017). Workers’ rights in law.;nan;2023
