;TIME_PERIOD;RAW_OBS_VALUE;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
19;2022.0;6812.0;BTN;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
20;2022.0;46298.0;BOL;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
21;2022.0;12115.0;BIH;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
22;2022.0;4494.0;BWA;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
23;2022.0;611230.0;BRA;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
24;2022.0;2988.0;BRN;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
25;2022.0;31937.0;BGR;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
26;2022.0;3051.0;BFA;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
27;2022.0;2274.0;BDI;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
28;2022.0;3584.0;CPV;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
29;2022.0;227955.0;KHM;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
30;2022.0;9931.0;CMR;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
31;2022.0;178300.0;CAN;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
32;2022.0;248.0;CAF;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
33;2022.0;1257.0;TCD;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
34;2022.0;64404.0;CHL;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
35;2022.0;7348.0;CHN;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
36;2022.0;647907.0;COL;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
37;2022.0;4194.0;COM;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
38;2022.0;2302.0;COG;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
39;2022.0;12052.0;COD;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
40;2022.0;24533.0;CRI;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
41;2022.0;27116.0;CIV;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
42;2022.0;11693.0;HRV;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
43;2022.0;12362.0;CUB;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
44;2022.0;7361.0;CYP;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
45;2022.0;61994.0;CZE;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
46;2022.0;30215.0;DNK;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
47;2022.0;1784.0;DJI;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
48;2022.0;394.0;DMA;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
49;2022.0;130635.0;DOM;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
50;2022.0;168314.0;ECU;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
51;2022.0;431044.0;EGY;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
52;2022.0;46619.0;SLV;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
53;2022.0;266.0;GNQ;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
54;2022.0;228.0;ERI;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
55;2022.0;6408.0;EST;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
56;2022.0;834.0;SWZ;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
57;2022.0;11146.0;ETH;both;Reports of online child sexual exploitation material (CSAM);Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_ROCSEM;https://www.missingkids.org/content/dam/missingkids/pdfs/2022-reports-by-country.pdf;CyberTipline Reports by country ;Reports of online child sexual exploitation material (CSAM) per 100,000 population;Number of CSAM reports sent by US companies to the NCMEC CyberTipline, per 100,000 population.;RATE_100000;;NCMEC 2022 CyberTipline Reports by country;;2023
