COUNTRY_NAME;RAW_OBS_VALUE;TIME_PERIOD;ATTR_ENDPOINT
Laos;71;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Latvia;191.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Lebanon;125;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Lesotho;94;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Liberia;101;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Libya;89;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Liechtenstein;115.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Lithuania;177;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Luxembourg;197.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Macedonia (FYROM);150.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Madagascar;92.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Malawi;94.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Malaysia;107.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Maldives;61.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mali;125.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Malta;119;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Marshall Islands;105;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mauritania;148;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mauritius;131.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mexico;168;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Micronesia, Federated States of;92;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Moldova, Republic of;155;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Monaco;122;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mongolia;95;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Montenegro;142;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Morocco;95;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Mozambique;81;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Myanmar/Burma;98.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Namibia;153;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nauru;96.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nepal;147;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Netherlands;198.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
New Zealand;179;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nicaragua;153;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Niger;85.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Nigeria;136;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Norway;187;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Palestine;41;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Oman;62.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Pakistan;117;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Palau;93.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Panama;168.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Papua New Guinea;134;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Paraguay;163;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Peru;159.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Philippines;156;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Poland;177.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Portugal;201.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Qatar;76.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Romania;170.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Russian Federation;148;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Rwanda;144.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saint Kitts and Nevis;79;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saint Lucia;123.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saint Vincent and the Grenadines;82.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Samoa;126.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
San Marino;130;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sao Tome and Principe;106.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Saudi Arabia;74;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Senegal;103.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Serbia;153.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Seychelles;100.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sierra Leone;135.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Singapore;115.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Slovakia;164.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Slovenia;181;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Solomon Islands;102.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Somalia;45;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
South Africa;188;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
South Sudan;86;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Spain;201;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sri Lanka;113;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sudan;113;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Suriname;91.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Swaziland;100.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Sweden;159.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Switzerland;173;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Syria;92;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tajikistan;150.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tanzania;106.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Thailand;128.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Timor-Leste;112.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Togo;156.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tonga;90;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Trinidad and Tobago;136.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tunisia;126.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Turkey;159.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Turkmenistan;93;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Tuvalu;81.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Uganda;161;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Ukraine;144.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Arab Emirates;59.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Kingdom (England and Wales);190.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Kingdom (Northern Ireland);183.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United Kingdom (Scot);172.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
United States;161;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Uruguay;174;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Uzbekistan;112;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Vanuatu;107.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Venezuela;149;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Viet Nam;121.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Yemen;101;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Zambia;74.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Zimbabwe;98.5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
